"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group D","high school","standard","none","71","70","62"
"male","group C","bachelor's degree","standard","none","97","94","92"
"female","group D","high school","standard","none","68","85","77"
"female","group D","high school","standard","none","58","63","61"
"male","group D","some college","standard","none","81","73","77"
"female","group C","associate's degree","standard","completed","53","64","61"
"female","group B","some college","standard","none","73","85","86"
"male","group E","associate's degree","standard","completed","100","100","100"
"male","group A","associate's degree","free/reduced","none","64","68","59"
"male","group C","some high school","standard","none","49","45","45"
"female","group A","some college","standard","completed","87","92","100"
"male","group B","master's degree","standard","none","64","67","60"
"female","group D","bachelor's degree","standard","completed","90","100","100"
"female","group E","some high school","free/reduced","completed","68","77","81"
"male","group C","associate's degree","free/reduced","completed","67","71","68"
"male","group C","master's degree","standard","completed","92","89","92"
"male","group C","associate's degree","standard","none","75","76","75"
"female","group C","some college","standard","completed","78","89","89"
"male","group C","some high school","standard","none","62","61","59"
"female","group D","some high school","standard","completed","90","87","97"
"male","group A","high school","free/reduced","none","42","47","45"
"female","group B","associate's degree","standard","none","84","93","85"
"male","group E","high school","standard","completed","99","95","92"
"female","group B","associate's degree","standard","none","58","58","57"
"male","group E","master's degree","standard","none","92","97","85"
"female","group C","bachelor's degree","standard","completed","85","100","100"
"male","group C","associate's degree","free/reduced","none","51","53","51"
"female","group D","some college","free/reduced","none","40","62","59"
"male","group C","bachelor's degree","standard","completed","91","89","85"
"female","group C","associate's degree","standard","none","51","55","59"
"male","group C","bachelor's degree","standard","none","91","87","85"
"female","group A","associate's degree","free/reduced","none","61","70","65"
"female","group E","high school","standard","none","71","85","80"
"female","group A","some high school","free/reduced","none","40","61","58"
"female","group D","associate's degree","standard","none","83","90","86"
"female","group E","bachelor's degree","standard","completed","92","96","100"
"female","group B","bachelor's degree","standard","none","69","76","76"
"female","group A","high school","free/reduced","none","37","58","53"
"female","group B","some high school","standard","completed","54","66","68"
"female","group D","associate's degree","free/reduced","none","49","58","60"
"male","group D","associate's degree","standard","none","66","69","60"
"male","group B","associate's degree","free/reduced","none","63","68","61"
"female","group C","high school","standard","none","66","62","67"
"female","group E","bachelor's degree","free/reduced","completed","53","68","71"
"male","group D","master's degree","free/reduced","none","60","58","60"
"female","group E","associate's degree","free/reduced","none","44","52","58"
"male","group D","bachelor's degree","free/reduced","none","63","59","60"
"male","group B","some college","standard","none","51","52","39"
"female","group D","associate's degree","standard","none","57","74","70"
"female","group D","some high school","free/reduced","completed","58","79","81"
"female","group B","bachelor's degree","standard","completed","60","71","77"
"female","group E","some college","standard","none","94","92","97"
"male","group E","some high school","standard","none","77","70","65"
"female","group C","bachelor's degree","standard","completed","63","81","81"
"female","group D","bachelor's degree","standard","none","94","99","98"
"male","group B","associate's degree","free/reduced","none","69","62","56"
"male","group B","bachelor's degree","free/reduced","none","63","65","59"
"male","group C","high school","standard","none","66","57","59"
"female","group D","some college","free/reduced","none","40","43","45"
"female","group E","bachelor's degree","free/reduced","none","81","87","80"
"female","group C","bachelor's degree","free/reduced","none","51","62","56"
"male","group D","associate's degree","standard","none","41","30","30"
"female","group C","some college","free/reduced","none","34","56","53"
"male","group B","some college","standard","completed","63","56","56"
"male","group C","master's degree","standard","completed","85","84","87"
"female","group E","some high school","standard","none","70","71","76"
"female","group E","associate's degree","standard","completed","75","100","97"
"male","group D","master's degree","standard","none","72","69","70"
"male","group D","high school","free/reduced","none","55","56","52"
"male","group A","some college","standard","completed","46","51","46"
"female","group C","some college","standard","none","88","86","82"
"female","group B","high school","standard","completed","71","77","77"
"male","group B","bachelor's degree","free/reduced","completed","87","86","85"
"male","group C","bachelor's degree","free/reduced","none","61","46","53"
"male","group B","some high school","standard","none","54","39","40"
"male","group B","high school","standard","completed","67","54","56"
"female","group A","some high school","standard","completed","66","79","77"
"male","group C","some college","free/reduced","none","66","72","61"
"female","group E","master's degree","free/reduced","none","41","56","57"
"female","group D","high school","standard","completed","72","88","91"
"female","group D","high school","free/reduced","completed","77","80","84"
"female","group D","some high school","free/reduced","none","65","81","78"
"male","group E","high school","free/reduced","none","60","50","42"
"female","group D","associate's degree","standard","none","85","100","98"
"female","group B","bachelor's degree","standard","completed","64","79","77"
"female","group C","associate's degree","standard","completed","75","84","81"
"female","group D","some college","standard","none","71","75","76"
"male","group D","associate's degree","free/reduced","none","59","55","58"
"male","group C","some high school","standard","none","86","75","71"
"male","group D","high school","free/reduced","none","49","54","52"
"male","group E","bachelor's degree","standard","completed","91","72","80"
"male","group E","master's degree","free/reduced","none","75","75","72"
"male","group C","associate's degree","standard","completed","91","88","85"
"female","group D","associate's degree","standard","none","77","82","82"
"female","group C","associate's degree","free/reduced","none","49","63","60"
"male","group E","master's degree","free/reduced","completed","76","80","82"
"female","group B","bachelor's degree","standard","none","48","58","55"
"male","group B","some college","free/reduced","none","68","80","75"
"female","group C","high school","free/reduced","completed","65","73","77"
"male","group E","high school","standard","none","86","77","72"
"male","group D","associate's degree","standard","none","75","59","59"
"female","group C","some college","free/reduced","completed","69","89","82"
"female","group C","some high school","free/reduced","completed","58","70","68"
"male","group E","high school","standard","none","74","60","56"
"male","group D","high school","free/reduced","none","48","46","42"
"male","group C","master's degree","standard","completed","84","64","72"
"female","group D","master's degree","standard","none","73","79","79"
"female","group B","high school","standard","none","43","58","57"
"female","group C","some high school","standard","none","58","60","63"
"female","group D","master's degree","standard","none","92","96","96"
"male","group C","high school","standard","completed","71","70","71"
"female","group D","associate's degree","free/reduced","none","61","69","71"
"male","group C","bachelor's degree","standard","none","56","58","51"
"female","group B","some high school","standard","completed","64","85","87"
"female","group C","some college","standard","completed","72","88","89"
"female","group E","high school","standard","none","66","67","67"
"female","group B","master's degree","free/reduced","completed","65","75","76"
"male","group C","high school","standard","completed","79","78","78"
"male","group D","some high school","free/reduced","completed","67","61","66"
"male","group C","some college","standard","none","80","78","74"
"female","group C","some college","standard","none","68","81","79"
"female","group C","high school","standard","none","56","69","62"
"female","group C","some college","standard","completed","67","62","71"
"male","group A","associate's degree","standard","none","81","76","73"
"female","group E","high school","standard","none","82","76","76"
"female","group D","associate's degree","standard","none","78","89","92"
"female","group C","associate's degree","standard","none","67","78","75"
"female","group D","some college","standard","completed","93","99","100"
"male","group D","associate's degree","free/reduced","none","55","60","53"
"male","group E","associate's degree","standard","none","100","89","85"
"male","group C","associate's degree","standard","completed","52","53","52"
"male","group C","associate's degree","free/reduced","completed","62","61","67"
"male","group D","some college","free/reduced","none","60","57","58"
"male","group B","master's degree","free/reduced","none","56","56","51"
"male","group C","associate's degree","standard","completed","70","66","66"
"female","group E","associate's degree","standard","none","68","74","72"
"female","group C","bachelor's degree","free/reduced","completed","62","81","80"
"male","group A","associate's degree","free/reduced","none","43","47","44"
"male","group C","some college","free/reduced","none","39","40","41"
"male","group C","associate's degree","standard","completed","96","91","96"
"female","group D","some college","standard","completed","72","74","81"
"female","group D","high school","standard","none","73","77","80"
"male","group E","high school","standard","none","75","58","62"
"female","group E","associate's degree","standard","none","66","77","77"
"male","group B","associate's degree","standard","none","77","72","69"
"male","group B","some high school","free/reduced","completed","43","38","41"
"male","group D","high school","standard","completed","93","81","85"
"female","group A","high school","free/reduced","none","51","54","55"
"female","group D","high school","standard","none","56","69","73"
"male","group D","high school","standard","none","58","53","57"
"male","group E","master's degree","standard","none","95","84","86"
"male","group C","some high school","free/reduced","completed","63","61","62"
"male","group D","bachelor's degree","free/reduced","none","57","51","55"
"female","group E","some college","standard","completed","77","84","87"
"male","group A","some college","standard","none","84","75","75"
"male","group C","some high school","standard","none","90","77","75"
"female","group D","some college","free/reduced","none","40","57","52"
"male","group A","high school","standard","none","42","48","46"
"female","group C","some college","standard","none","71","81","78"
"male","group C","some college","standard","none","65","60","61"
"female","group C","some college","standard","completed","80","87","89"
"male","group C","master's degree","standard","none","100","95","92"
"female","group A","high school","standard","none","84","87","86"
"male","group B","associate's degree","free/reduced","none","64","65","57"
"male","group C","master's degree","free/reduced","none","60","49","51"
"female","group D","some high school","free/reduced","completed","56","71","75"
"male","group C","bachelor's degree","standard","completed","75","67","72"
"male","group D","high school","standard","none","59","57","53"
"female","group C","some high school","free/reduced","none","70","78","75"
"female","group C","bachelor's degree","free/reduced","completed","59","79","82"
"female","group B","associate's degree","free/reduced","none","44","63","61"
"male","group D","some high school","standard","none","80","85","83"
"female","group B","high school","standard","completed","78","86","81"
"female","group A","associate's degree","standard","completed","67","86","90"
"female","group E","some college","standard","none","72","79","77"
"female","group D","some college","standard","completed","59","63","74"
"female","group C","bachelor's degree","standard","none","55","63","60"
"male","group B","high school","free/reduced","none","43","43","41"
"male","group C","some high school","free/reduced","completed","65","60","56"
"female","group C","some high school","standard","none","43","59","59"
"female","group B","bachelor's degree","free/reduced","none","77","87","84"
"male","group D","bachelor's degree","free/reduced","none","31","36","26"
"female","group E","high school","standard","completed","81","80","76"
"female","group D","some high school","standard","completed","68","74","75"
"female","group D","associate's degree","free/reduced","none","38","53","54"
"male","group B","bachelor's degree","standard","none","74","75","73"
"male","group C","bachelor's degree","free/reduced","none","47","48","43"
"female","group D","some college","standard","none","88","100","93"
"female","group C","high school","free/reduced","completed","35","58","60"
"male","group B","bachelor's degree","standard","none","70","67","65"
"male","group E","some college","standard","completed","77","72","69"
"male","group B","some high school","standard","none","60","55","50"
"female","group C","high school","standard","none","49","56","55"
"male","group C","some college","free/reduced","none","42","49","43"
"female","group B","high school","free/reduced","none","64","80","78"
"female","group C","some high school","standard","none","50","57","53"
"female","group D","bachelor's degree","free/reduced","none","64","76","77"
"female","group A","associate's degree","standard","none","68","75","73"
"male","group C","some high school","standard","completed","70","61","60"
"female","group B","some high school","standard","none","75","84","80"
"female","group C","some high school","standard","none","65","72","71"
"female","group D","high school","standard","none","52","65","61"
"female","group D","some college","standard","completed","83","87","92"
"female","group D","associate's degree","standard","none","36","49","46"
"male","group A","associate's degree","standard","none","95","89","81"
"female","group C","some college","free/reduced","none","73","82","80"
"male","group A","some college","standard","none","92","83","81"
"male","group D","associate's degree","free/reduced","completed","64","66","68"
"male","group C","some college","free/reduced","none","61","58","55"
"male","group C","some college","standard","none","64","73","65"
"male","group D","high school","free/reduced","completed","59","63","61"
"male","group D","some college","standard","none","84","82","79"
"female","group A","some high school","standard","none","47","54","50"
"female","group B","associate's degree","standard","none","77","91","87"
"male","group D","high school","standard","completed","89","85","83"
"male","group C","some high school","standard","none","91","85","77"
"male","group C","associate's degree","standard","none","77","79","70"
"male","group C","high school","standard","completed","73","78","71"
"male","group E","high school","free/reduced","completed","70","70","60"
"female","group C","some high school","standard","none","45","58","59"
"male","group C","some college","standard","completed","76","65","73"
"female","group D","associate's degree","standard","none","95","100","99"
"female","group C","some high school","standard","none","48","53","52"
"female","group C","associate's degree","standard","completed","92","100","100"
"male","group B","some college","standard","completed","82","75","76"
"female","group E","some college","free/reduced","completed","87","94","94"
"female","group A","some high school","free/reduced","none","22","40","31"
"female","group E","some college","standard","none","75","76","77"
"female","group B","high school","free/reduced","completed","49","68","65"
"female","group B","master's degree","standard","none","95","100","96"
"male","group D","some college","standard","none","70","64","70"
"female","group C","associate's degree","standard","completed","56","83","85"
"female","group C","bachelor's degree","free/reduced","none","64","78","80"
"female","group D","some high school","standard","completed","51","66","65"
"female","group B","master's degree","free/reduced","completed","62","65","68"
"male","group C","some college","free/reduced","none","48","46","40"
"female","group C","high school","standard","completed","74","77","75"
"female","group E","high school","free/reduced","completed","84","84","82"
"female","group E","high school","standard","none","49","52","52"
"female","group E","bachelor's degree","standard","none","91","90","91"
"female","group D","some college","standard","none","50","70","65"
"male","group D","some college","standard","completed","79","77","82"
"male","group C","bachelor's degree","standard","completed","81","77","81"
"female","group B","high school","standard","completed","73","82","81"
"male","group C","some high school","standard","none","89","84","80"
"male","group C","associate's degree","standard","completed","56","48","52"
"female","group D","some college","standard","none","79","80","77"
"female","group E","associate's degree","standard","none","64","69","65"
"male","group D","high school","free/reduced","none","40","40","35"
"female","group A","some college","free/reduced","none","38","60","65"
"male","group A","associate's degree","free/reduced","completed","56","65","62"
"male","group E","some high school","free/reduced","none","61","59","53"
"female","group C","some college","standard","none","60","69","70"
"male","group C","associate's degree","standard","completed","65","70","68"
"female","group D","associate's degree","standard","none","48","55","54"
"male","group E","some high school","free/reduced","none","50","46","46"
"female","group E","some college","free/reduced","none","74","72","70"
"male","group E","associate's degree","standard","none","85","76","64"
"male","group C","some high school","standard","completed","74","71","73"
"female","group E","associate's degree","standard","none","89","84","81"
"female","group C","high school","standard","none","82","82","84"
"female","group C","some high school","standard","none","63","69","61"
"male","group B","some high school","standard","completed","73","76","65"
"female","group A","some high school","standard","none","72","73","72"
"female","group C","high school","free/reduced","none","60","67","69"
"female","group C","high school","free/reduced","none","37","48","48"
"female","group B","bachelor's degree","standard","completed","70","75","84"
"female","group D","some college","standard","none","54","57","66"
"male","group C","bachelor's degree","standard","none","90","88","86"
"female","group C","bachelor's degree","free/reduced","none","37","51","54"
"male","group B","master's degree","free/reduced","completed","46","52","61"
"male","group E","some high school","standard","none","78","59","55"
"female","group B","associate's degree","standard","completed","61","66","75"
"male","group C","some college","standard","completed","77","90","87"
"female","group B","some college","free/reduced","none","39","55","54"
"female","group D","associate's degree","standard","none","59","60","63"
"male","group E","some high school","standard","completed","90","73","73"
"female","group E","bachelor's degree","standard","none","68","75","73"
"male","group D","associate's degree","standard","none","81","61","62"
"female","group B","some high school","standard","completed","83","97","93"
"female","group D","some college","free/reduced","none","69","87","82"
"male","group D","some college","free/reduced","none","86","76","75"
"female","group C","master's degree","free/reduced","none","71","76","77"
"male","group A","associate's degree","free/reduced","none","52","53","49"
"male","group C","some high school","free/reduced","none","48","46","38"
"female","group B","high school","standard","none","44","59","49"
"female","group B","associate's degree","free/reduced","none","61","75","69"
"female","group C","associate's degree","standard","completed","54","67","69"
"female","group D","some college","standard","completed","67","68","76"
"female","group B","some high school","free/reduced","none","64","77","66"
"female","group C","some high school","standard","none","65","79","74"
"male","group C","associate's degree","free/reduced","completed","67","65","61"
"male","group A","high school","standard","none","40","42","38"
"male","group A","associate's degree","standard","completed","91","88","88"
"male","group D","some high school","standard","none","55","46","51"
"female","group D","high school","standard","completed","86","88","89"
"male","group B","high school","standard","none","67","59","56"
"male","group D","some college","standard","completed","68","61","71"
"male","group B","bachelor's degree","standard","none","68","49","51"
"female","group C","some college","standard","completed","62","78","75"
"male","group D","high school","standard","none","84","80","73"
"female","group D","some college","free/reduced","none","47","51","51"
"male","group C","master's degree","standard","completed","76","78","86"
"female","group C","associate's degree","free/reduced","none","68","91","82"
"male","group B","some high school","standard","completed","77","85","81"
"male","group C","high school","standard","none","42","36","36"
"male","group C","some high school","standard","none","61","55","50"
"male","group B","bachelor's degree","standard","none","74","64","70"
"female","group E","some college","standard","none","69","76","78"
"female","group E","some college","standard","completed","80","84","88"
"male","group D","some college","standard","completed","97","97","97"
"male","group D","high school","standard","none","48","46","39"
"male","group C","some college","free/reduced","completed","68","68","69"
"male","group C","high school","standard","completed","64","64","65"
"female","group B","high school","standard","none","72","79","74"
"female","group B","some high school","standard","completed","81","98","95"
"female","group C","some college","standard","completed","51","62","55"
"male","group B","some college","standard","none","70","58","58"
"male","group A","associate's degree","free/reduced","none","62","66","62"
"male","group E","some high school","free/reduced","none","55","56","48"
"male","group C","some high school","standard","completed","77","74","73"
"male","group B","some college","standard","none","56","50","50"
"female","group D","some college","standard","none","56","68","61"
"male","group C","bachelor's degree","standard","none","77","70","69"
"female","group C","some college","standard","none","61","63","62"
"female","group E","high school","free/reduced","completed","71","65","69"
"male","group C","some college","standard","none","77","74","67"
"male","group B","high school","standard","none","57","51","40"
"female","group D","some high school","free/reduced","completed","74","86","93"
"female","group E","bachelor's degree","standard","none","58","61","58"
"male","group B","some college","standard","completed","65","63","63"
"female","group D","associate's degree","standard","none","77","86","88"
"male","group E","high school","standard","none","85","81","77"
"male","group E","some high school","free/reduced","none","55","57","47"
"male","group D","master's degree","standard","none","80","69","69"
"female","group B","high school","free/reduced","completed","79","90","88"
"male","group E","some college","standard","completed","100","93","96"
"female","group E","some high school","standard","none","49","53","50"
"male","group C","some high school","standard","none","58","61","54"
"male","group B","associate's degree","standard","none","80","90","83"
"female","group B","high school","standard","none","68","75","67"
"female","group D","associate's degree","standard","completed","67","77","77"
"male","group C","some high school","standard","none","64","66","65"
"male","group D","some high school","free/reduced","none","81","76","66"
"female","group C","some college","standard","none","83","85","85"
"female","group E","high school","standard","none","69","66","64"
"male","group C","master's degree","standard","completed","88","96","96"
"male","group B","some high school","standard","none","63","61","54"
"male","group C","some college","free/reduced","none","52","52","46"
"male","group E","high school","standard","none","72","70","64"
"female","group B","high school","standard","none","55","61","60"
"male","group C","high school","free/reduced","none","65","64","56"
"male","group E","some college","standard","none","99","87","90"
"male","group C","some high school","free/reduced","none","78","73","64"
"female","group C","some high school","free/reduced","completed","30","53","52"
"female","group C","some college","standard","completed","79","91","93"
"female","group B","high school","free/reduced","none","46","47","46"
"male","group C","master's degree","standard","completed","58","51","53"
"female","group B","associate's degree","standard","completed","69","81","87"
"male","group D","some high school","standard","none","82","56","67"
"female","group C","high school","standard","completed","57","68","65"
"female","group C","some college","standard","none","73","87","76"
"male","group D","some college","free/reduced","completed","84","85","82"
"male","group C","some college","standard","none","58","62","60"
"female","group B","associate's degree","free/reduced","completed","79","90","93"
"male","group B","bachelor's degree","free/reduced","completed","65","72","71"
"female","group D","high school","standard","none","90","80","83"
"female","group C","associate's degree","standard","completed","89","93","97"
"female","group E","some high school","standard","completed","73","92","89"
"male","group D","high school","standard","none","92","82","87"
"male","group E","associate's degree","free/reduced","none","87","76","82"
"female","group C","some high school","free/reduced","completed","64","79","71"
"female","group E","associate's degree","standard","none","79","83","79"
"female","group B","some college","free/reduced","completed","59","80","75"
"female","group D","associate's degree","standard","none","76","79","79"
"female","group D","high school","standard","none","65","64","66"
"male","group B","associate's degree","free/reduced","none","54","43","44"
"female","group D","some college","standard","none","90","93","97"
"female","group C","some college","standard","none","39","42","43"
"male","group E","some college","free/reduced","none","82","67","65"
"female","group E","high school","free/reduced","completed","67","74","75"
"female","group A","some college","standard","none","64","71","67"
"female","group D","some college","free/reduced","completed","62","68","73"
"male","group C","bachelor's degree","standard","completed","56","53","46"
"female","group E","some college","standard","none","63","60","61"
"female","group B","master's degree","standard","none","74","80","80"
"female","group C","high school","free/reduced","completed","66","81","82"
"male","group D","high school","free/reduced","none","38","42","38"
"male","group D","some college","standard","none","79","72","71"
"male","group B","master's degree","standard","completed","98","99","98"
"male","group D","some high school","free/reduced","completed","58","51","52"
"male","group C","some college","free/reduced","none","35","48","46"
"female","group E","some high school","standard","none","67","78","74"
"female","group C","some high school","standard","completed","76","80","84"
"female","group B","high school","standard","completed","90","94","94"
"female","group E","master's degree","free/reduced","none","74","89","85"
"male","group D","high school","free/reduced","none","43","53","44"
"male","group B","some high school","free/reduced","none","41","35","35"
"male","group E","associate's degree","standard","completed","100","93","91"
"male","group E","bachelor's degree","standard","none","99","84","80"
"female","group B","associate's degree","standard","none","73","89","88"
"female","group D","some college","standard","completed","51","71","73"
"female","group C","some high school","free/reduced","none","60","65","63"
"male","group D","some high school","standard","completed","98","96","96"
"male","group C","some high school","free/reduced","none","72","73","62"
"male","group D","bachelor's degree","standard","completed","100","87","95"
"male","group D","associate's degree","free/reduced","none","49","50","45"
"male","group D","some college","free/reduced","none","79","69","70"
"male","group B","some college","free/reduced","completed","50","50","49"
"male","group D","high school","standard","completed","72","66","65"
"female","group D","some high school","standard","completed","85","96","100"
"female","group E","some high school","standard","none","66","63","57"
"female","group D","associate's degree","standard","none","45","59","57"
"female","group C","some high school","standard","none","47","52","47"
"female","group B","high school","free/reduced","none","30","44","41"
"male","group A","bachelor's degree","standard","none","85","87","82"
"male","group C","associate's degree","free/reduced","completed","64","70","69"
"male","group D","high school","standard","completed","65","62","64"
"male","group C","high school","standard","completed","83","89","81"
"male","group E","associate's degree","standard","none","99","73","77"
"male","group C","high school","standard","completed","44","42","41"
"female","group C","associate's degree","standard","none","56","61","63"
