"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group E","some high school","standard","none","87","78","73"
"female","group B","some college","standard","completed","43","61","66"
"male","group D","some high school","standard","none","62","64","55"
"male","group B","high school","free/reduced","completed","32","37","44"
"male","group C","bachelor's degree","standard","completed","92","90","86"
"female","group C","some high school","standard","none","79","87","86"
"female","group B","some college","standard","none","42","54","52"
"female","group A","some high school","standard","none","61","61","68"
"male","group E","associate's degree","free/reduced","completed","80","81","81"
"female","group B","high school","standard","none","76","86","84"
"female","group C","high school","standard","none","37","38","42"
"female","group D","bachelor's degree","free/reduced","none","49","63","63"
"male","group D","some college","standard","none","75","67","72"
"female","group C","some college","standard","none","71","79","76"
"male","group D","some college","standard","none","58","50","46"
"female","group A","high school","standard","none","56","70","61"
"female","group C","some high school","standard","none","51","61","62"
"female","group A","high school","standard","none","78","82","86"
"male","group E","high school","free/reduced","completed","70","66","59"
"male","group E","master's degree","free/reduced","none","72","73","67"
"male","group D","bachelor's degree","standard","completed","62","60","58"
"male","group E","some college","standard","none","73","63","65"
"female","group D","associate's degree","standard","completed","86","100","100"
"male","group A","associate's degree","standard","completed","94","94","94"
"male","group D","associate's degree","free/reduced","none","61","66","64"
"male","group E","some college","free/reduced","completed","76","76","76"
"female","group E","associate's degree","standard","completed","93","85","89"
"male","group C","some high school","free/reduced","none","72","76","68"
"female","group B","some college","standard","completed","80","96","100"
"female","group D","some college","standard","none","62","59","63"
"female","group C","associate's degree","free/reduced","completed","63","93","92"
"female","group D","some college","free/reduced","completed","72","93","89"
"female","group D","some college","standard","completed","74","75","85"
"male","group E","some college","standard","completed","87","86","87"
"female","group A","some college","free/reduced","none","25","36","39"
"male","group D","bachelor's degree","free/reduced","none","53","51","49"
"female","group C","some high school","standard","none","54","69","59"
"male","group B","some high school","standard","none","45","47","44"
"female","group D","some high school","standard","none","66","79","85"
"male","group B","bachelor's degree","standard","none","60","56","46"
"female","group C","some high school","free/reduced","none","59","72","69"
"female","group C","bachelor's degree","standard","none","68","73","76"
"female","group C","some high school","free/reduced","none","46","59","57"
"female","group C","some high school","standard","none","57","68","64"
"female","group B","high school","free/reduced","completed","77","84","84"
"female","group C","some college","free/reduced","none","53","63","57"
"female","group D","high school","standard","none","62","71","63"
"male","group C","some college","free/reduced","completed","27","38","34"
"male","group D","some college","standard","none","61","52","51"
"female","group C","associate's degree","standard","none","77","83","85"
"female","group D","associate's degree","free/reduced","none","74","88","92"
"female","group D","some high school","free/reduced","completed","74","87","94"
"male","group C","some college","free/reduced","completed","86","76","74"
"female","group D","associate's degree","standard","none","79","88","89"
"female","group B","high school","free/reduced","completed","56","75","80"
"male","group B","master's degree","standard","none","75","72","68"
"male","group E","high school","standard","none","84","77","72"
"male","group E","bachelor's degree","standard","none","80","71","66"
"male","group B","some high school","free/reduced","completed","63","67","68"
"male","group B","bachelor's degree","standard","none","69","68","66"
"female","group A","high school","standard","none","79","80","75"
"female","group D","some high school","free/reduced","none","24","33","27"
"male","group B","some college","standard","completed","70","60","68"
"male","group D","high school","standard","completed","67","63","66"
"female","group C","some high school","standard","none","45","55","53"
"male","group C","some high school","standard","none","64","54","60"
"female","group C","some college","standard","none","63","78","74"
"male","group B","associate's degree","standard","none","69","65","63"
"male","group A","high school","standard","none","74","79","73"
"male","group C","master's degree","standard","none","59","68","64"
"male","group C","bachelor's degree","standard","none","55","57","52"
"female","group D","some high school","standard","none","65","65","67"
"male","group C","some college","free/reduced","none","60","61","60"
"male","group B","high school","standard","none","62","58","58"
"male","group B","bachelor's degree","standard","completed","97","100","99"
"male","group E","high school","free/reduced","none","75","66","57"
"female","group B","some high school","free/reduced","none","54","63","65"
"female","group D","some high school","free/reduced","none","71","86","83"
"female","group C","some high school","free/reduced","none","33","45","36"
"female","group E","high school","free/reduced","none","60","66","69"
"female","group E","some college","standard","completed","77","84","86"
"male","group D","high school","standard","none","69","66","63"
"female","group A","some high school","free/reduced","none","57","71","72"
"male","group C","bachelor's degree","standard","completed","74","81","75"
"male","group B","high school","standard","completed","96","94","87"
"male","group D","associate's degree","standard","none","70","65","63"
"male","group C","bachelor's degree","standard","none","79","83","75"
"female","group C","associate's degree","standard","none","53","63","59"
"male","group A","some high school","standard","none","68","64","63"
"female","group B","some college","free/reduced","none","40","53","50"
"male","group B","some high school","standard","none","47","37","36"
"female","group C","associate's degree","standard","completed","68","79","72"
"female","group C","high school","free/reduced","none","55","63","62"
"male","group E","master's degree","standard","completed","100","91","92"
"male","group B","associate's degree","standard","completed","87","83","78"
"male","group B","bachelor's degree","standard","none","83","77","73"
"male","group D","some college","standard","completed","66","69","74"
"male","group E","high school","free/reduced","none","75","75","68"
"female","group C","associate's degree","standard","none","68","79","77"
"female","group B","associate's degree","free/reduced","completed","68","80","80"
"female","group C","associate's degree","free/reduced","none","67","70","68"
"female","group C","master's degree","free/reduced","none","40","66","66"
"male","group D","some college","standard","completed","69","78","81"
"female","group C","some high school","free/reduced","none","43","54","50"
"male","group D","some college","free/reduced","completed","80","89","85"
"male","group C","bachelor's degree","standard","none","77","77","72"
"female","group A","some college","standard","none","66","78","81"
"male","group E","high school","standard","none","93","96","85"
"male","group C","some high school","free/reduced","none","56","60","44"
"male","group A","bachelor's degree","standard","none","83","84","82"
"male","group C","associate's degree","standard","none","82","78","73"
"male","group C","high school","free/reduced","completed","61","57","56"
"female","group C","some college","standard","none","71","82","73"
"male","group D","high school","standard","completed","74","76","77"
"female","group B","master's degree","standard","completed","74","77","75"
"female","group C","some college","free/reduced","completed","37","61","60"
"male","group C","high school","free/reduced","none","52","57","54"
"female","group C","associate's degree","free/reduced","completed","75","98","100"
"male","group D","some high school","standard","none","59","49","49"
"male","group E","some high school","standard","none","84","78","69"
"female","group C","bachelor's degree","free/reduced","none","44","60","59"
"female","group B","some college","standard","none","62","76","74"
"female","group D","some high school","standard","completed","55","68","70"
"female","group A","some college","standard","none","43","63","57"
"female","group C","some high school","standard","completed","58","71","68"
"female","group D","some college","standard","none","72","87","88"
"female","group D","some high school","free/reduced","completed","54","68","77"
"female","group E","some college","standard","none","92","100","100"
"male","group A","some college","free/reduced","completed","64","68","69"
"female","group C","some high school","standard","completed","84","90","91"
"male","group D","associate's degree","standard","none","78","72","75"
"male","group E","high school","standard","none","97","98","92"
"male","group D","some high school","standard","none","42","39","35"
"female","group B","some college","free/reduced","completed","57","73","65"
"female","group C","bachelor's degree","standard","completed","76","78","83"
"female","group C","high school","free/reduced","none","45","56","52"
"female","group D","bachelor's degree","standard","completed","81","91","99"
"male","group C","some college","standard","none","65","56","49"
"male","group D","bachelor's degree","free/reduced","none","81","78","74"
"female","group D","associate's degree","standard","none","65","75","75"
"female","group B","bachelor's degree","standard","none","74","70","71"
"male","group C","high school","free/reduced","completed","40","46","41"
"male","group A","some high school","standard","completed","52","54","52"
"female","group C","some college","free/reduced","none","67","78","75"
"female","group C","associate's degree","free/reduced","none","66","77","70"
"female","group C","some high school","standard","completed","57","65","73"
"female","group C","high school","free/reduced","none","64","71","66"
"male","group B","some college","standard","completed","98","97","89"
"female","group D","some college","free/reduced","none","50","57","59"
"male","group D","some high school","standard","none","72","66","64"
"female","group D","high school","standard","completed","61","71","71"
"female","group A","high school","standard","none","47","55","51"
"male","group B","associate's degree","free/reduced","none","61","59","55"
"female","group C","high school","standard","none","78","81","85"
"male","group A","associate's degree","standard","none","59","56","54"
"female","group B","some high school","standard","completed","57","77","77"
"female","group D","associate's degree","free/reduced","none","54","62","59"
"female","group D","bachelor's degree","standard","none","66","78","80"
"female","group B","some college","standard","completed","47","46","60"
"male","group A","some high school","free/reduced","none","57","52","53"
"male","group C","some college","standard","none","59","57","56"
"female","group E","associate's degree","standard","completed","81","82","91"
"male","group D","associate's degree","free/reduced","none","63","70","74"
"male","group D","some high school","free/reduced","completed","56","62","61"
"male","group C","some high school","standard","none","69","63","57"
"male","group B","associate's degree","standard","none","60","57","62"
"female","group C","associate's degree","standard","completed","83","95","90"
"male","group D","some high school","free/reduced","none","59","63","50"
"female","group B","associate's degree","standard","completed","68","62","72"
"female","group B","some high school","free/reduced","none","53","62","61"
"male","group C","some college","free/reduced","none","57","59","54"
"female","group B","some college","free/reduced","none","55","56","59"
"female","group C","some college","standard","none","48","60","60"
"male","group B","associate's degree","standard","none","47","31","28"
"female","group E","bachelor's degree","standard","completed","87","92","99"
"female","group C","bachelor's degree","standard","none","69","78","78"
"female","group B","some college","free/reduced","none","76","81","78"
"male","group B","associate's degree","standard","completed","66","71","72"
"female","group B","some high school","free/reduced","none","41","62","54"
"female","group C","associate's degree","free/reduced","none","64","75","66"
"male","group D","master's degree","free/reduced","completed","74","72","79"
"female","group C","associate's degree","standard","none","65","58","65"
"male","group B","bachelor's degree","standard","none","47","45","44"
"male","group B","some high school","standard","completed","62","60","60"
"male","group D","associate's degree","standard","none","74","62","56"
"female","group D","some college","free/reduced","none","61","75","69"
"male","group B","some high school","free/reduced","none","43","44","37"
"female","group D","some high school","free/reduced","none","46","60","63"
"male","group D","some college","standard","none","74","70","72"
"female","group A","some high school","standard","none","59","59","51"
"female","group D","associate's degree","standard","none","62","79","79"
"male","group D","associate's degree","free/reduced","completed","87","83","85"
"female","group D","some college","free/reduced","completed","68","84","86"
"female","group C","high school","standard","none","47","61","52"
"female","group E","some college","standard","none","73","70","70"
"female","group B","high school","free/reduced","none","47","55","53"
"female","group E","some high school","standard","none","67","86","77"
"male","group A","bachelor's degree","standard","none","93","87","84"
"female","group D","some college","standard","none","65","75","73"
"female","group D","some high school","free/reduced","none","31","48","46"
"male","group C","some high school","free/reduced","none","45","40","38"
"female","group B","some high school","standard","completed","58","78","77"
"female","group D","bachelor's degree","standard","none","49","43","39"
"male","group C","associate's degree","free/reduced","none","57","52","52"
"female","group B","associate's degree","standard","none","49","63","61"
"male","group B","some high school","free/reduced","completed","70","67","71"
"male","group E","high school","standard","none","82","71","72"
"female","group B","high school","free/reduced","none","52","74","63"
"female","group B","high school","free/reduced","none","56","70","65"
"male","group B","associate's degree","standard","none","70","76","62"
"male","group C","bachelor's degree","standard","none","71","63","64"
"female","group A","some college","standard","completed","64","70","71"
"male","group B","bachelor's degree","standard","completed","73","66","69"
"male","group C","some high school","free/reduced","completed","52","59","50"
"female","group E","high school","standard","completed","84","96","90"
"female","group D","some college","standard","none","46","68","59"
"female","group C","bachelor's degree","free/reduced","none","53","65","61"
"male","group D","bachelor's degree","standard","completed","82","88","91"
"male","group A","high school","standard","none","64","72","63"
"male","group B","some high school","free/reduced","completed","57","65","65"
"female","group D","associate's degree","standard","completed","76","84","86"
"female","group C","some high school","standard","completed","49","55","56"
"male","group C","high school","standard","completed","96","85","89"
"male","group D","high school","standard","none","88","77","80"
"male","group D","high school","standard","completed","92","92","93"
"male","group A","some college","standard","completed","80","78","81"
"male","group B","associate's degree","free/reduced","none","72","55","56"
"male","group A","some college","standard","none","50","52","43"
"male","group C","high school","standard","completed","79","73","72"
"male","group C","some college","standard","none","84","79","76"
"female","group B","some high school","standard","none","80","82","80"
"male","group E","some college","standard","none","82","68","63"
"male","group C","bachelor's degree","free/reduced","completed","66","69","66"
"female","group C","bachelor's degree","free/reduced","completed","49","66","62"
"male","group C","high school","standard","completed","92","80","80"
"female","group A","some high school","standard","completed","58","53","59"
"male","group C","some college","standard","completed","67","58","63"
"male","group D","some college","free/reduced","none","64","66","61"
"female","group C","associate's degree","standard","none","87","92","95"
"male","group C","some college","free/reduced","completed","50","51","52"
"female","group B","associate's degree","standard","completed","60","65","65"
"female","group C","some college","free/reduced","completed","55","73","70"
"female","group B","bachelor's degree","standard","none","79","81","87"
"male","group B","associate's degree","free/reduced","none","83","75","70"
"male","group B","some high school","standard","none","80","76","65"
"male","group A","some high school","standard","none","49","41","41"
"male","group B","some college","standard","none","70","62","62"
"male","group D","associate's degree","free/reduced","completed","54","59","56"
"female","group E","high school","standard","none","74","68","69"
"female","group D","some college","standard","none","62","79","83"
"male","group D","associate's degree","free/reduced","none","58","61","56"
"female","group C","some high school","standard","none","72","88","85"
"male","group D","some high school","standard","none","77","67","67"
"male","group C","master's degree","free/reduced","none","57","56","54"
"female","group A","high school","standard","none","57","59","57"
"female","group C","high school","free/reduced","none","48","60","58"
"female","group D","master's degree","standard","completed","79","83","89"
"male","group E","some college","standard","none","72","65","65"
"female","group A","associate's degree","free/reduced","none","51","60","59"
"female","group D","some high school","free/reduced","completed","51","54","57"
"female","group C","some high school","standard","none","58","66","66"
"male","group C","high school","standard","none","80","81","77"
"male","group C","bachelor's degree","standard","none","70","69","68"
"female","group C","some college","standard","completed","36","52","43"
"male","group C","some college","standard","none","94","86","77"
"female","group D","some high school","free/reduced","none","58","64","63"
"male","group C","associate's degree","standard","none","75","68","61"
"male","group C","associate's degree","free/reduced","none","65","65","64"
"female","group E","master's degree","free/reduced","completed","65","77","83"
"male","group A","associate's degree","standard","completed","66","56","63"
"female","group D","high school","free/reduced","none","41","44","42"
"female","group C","some high school","standard","completed","28","48","51"
"female","group C","bachelor's degree","standard","none","68","74","79"
"male","group B","high school","free/reduced","none","58","57","58"
"female","group D","some college","free/reduced","completed","58","74","76"
"male","group C","high school","free/reduced","none","44","42","39"
"male","group C","associate's degree","standard","none","77","71","66"
"female","group E","master's degree","standard","none","94","89","92"
"male","group D","high school","free/reduced","completed","54","59","63"
"female","group A","associate's degree","free/reduced","completed","45","46","53"
"male","group B","high school","standard","none","63","65","56"
"female","group D","some college","free/reduced","none","55","70","73"
"male","group D","some high school","free/reduced","completed","52","66","63"
"female","group C","some college","free/reduced","none","66","73","70"
"male","group E","high school","free/reduced","completed","64","64","60"
"female","group D","associate's degree","standard","completed","84","91","97"
"male","group D","some college","free/reduced","completed","60","58","59"
"male","group C","master's degree","free/reduced","none","63","53","53"
"female","group D","high school","free/reduced","none","47","64","64"
"male","group C","high school","standard","none","43","38","40"
"male","group A","some college","standard","none","54","46","41"
"female","group D","high school","standard","none","74","73","72"
"male","group C","associate's degree","standard","completed","59","46","52"
"female","group C","bachelor's degree","standard","none","49","51","57"
"male","group C","high school","free/reduced","none","68","63","59"
"male","group D","some college","standard","none","71","53","58"
"male","group C","bachelor's degree","standard","none","78","68","73"
"female","group E","some high school","standard","none","56","57","56"
"male","group D","associate's degree","standard","completed","84","79","83"
"male","group B","high school","standard","completed","76","74","73"
"male","group D","some high school","standard","none","57","50","48"
"male","group C","master's degree","standard","none","67","65","64"
"female","group C","bachelor's degree","standard","none","54","59","62"
"female","group A","some high school","standard","completed","72","85","86"
"male","group E","bachelor's degree","free/reduced","completed","73","59","63"
"male","group B","associate's degree","standard","none","65","61","58"
"female","group D","high school","standard","completed","70","89","91"
"male","group E","high school","free/reduced","completed","80","82","72"
"female","group C","associate's degree","standard","none","62","65","64"
"male","group D","master's degree","standard","none","92","82","82"
"male","group B","some high school","standard","none","90","79","68"
"male","group B","some college","free/reduced","none","79","83","73"
"male","group B","high school","free/reduced","completed","69","67","66"
"female","group C","master's degree","standard","none","70","71","79"
"male","group B","associate's degree","standard","none","73","69","64"
"female","group C","high school","free/reduced","none","48","68","64"
"male","group A","some high school","free/reduced","completed","41","44","41"
"male","group C","some college","free/reduced","none","43","37","42"
"female","group D","associate's degree","standard","completed","46","66","66"
"male","group D","some college","standard","completed","100","100","94"
"male","group A","some high school","free/reduced","none","42","45","37"
"female","group E","some college","standard","completed","73","87","84"
"male","group C","some high school","free/reduced","completed","43","50","51"
"male","group B","associate's degree","standard","completed","74","68","72"
"male","group C","some college","standard","none","76","73","66"
"male","group D","bachelor's degree","standard","none","69","59","60"
"male","group B","high school","free/reduced","none","50","55","45"
"female","group A","some high school","standard","none","30","46","45"
"female","group E","high school","standard","completed","55","64","58"
"male","group B","some college","free/reduced","completed","63","65","71"
"female","group C","high school","standard","none","60","76","76"
"female","group D","some high school","standard","none","58","65","62"
"female","group C","master's degree","free/reduced","completed","84","96","94"
"male","group D","some college","free/reduced","none","53","41","43"
"female","group B","master's degree","standard","none","64","72","64"
"male","group B","bachelor's degree","standard","none","72","66","63"
"female","group E","some college","free/reduced","none","88","85","89"
"male","group C","associate's degree","free/reduced","none","50","57","47"
"male","group C","associate's degree","standard","completed","100","94","100"
"male","group C","some high school","standard","none","69","68","57"
"female","group E","associate's degree","free/reduced","none","66","73","72"
"male","group C","bachelor's degree","standard","completed","85","78","79"
"female","group C","some college","standard","none","58","57","53"
"female","group B","master's degree","standard","none","55","64","65"
"female","group D","high school","free/reduced","none","64","64","66"
"female","group B","master's degree","free/reduced","completed","71","88","83"
"male","group D","bachelor's degree","standard","completed","77","76","83"
"female","group B","some college","standard","completed","70","77","74"
"male","group E","master's degree","standard","none","100","87","88"
"female","group C","high school","standard","none","47","55","53"
"male","group D","some college","standard","none","54","51","54"
"male","group D","some high school","standard","completed","78","83","82"
"male","group E","some college","standard","none","69","67","64"
"female","group D","high school","standard","none","80","76","81"
"female","group B","associate's degree","free/reduced","none","50","65","68"
"female","group B","some college","standard","none","53","59","64"
"male","group D","some college","free/reduced","none","51","51","44"
"male","group B","bachelor's degree","free/reduced","completed","73","75","75"
"female","group B","some high school","free/reduced","none","43","57","52"
"male","group A","some college","standard","none","73","63","60"
"male","group D","associate's degree","standard","completed","94","94","93"
"male","group D","high school","free/reduced","none","49","51","47"
"female","group C","some college","standard","none","59","63","63"
"male","group C","some high school","standard","completed","59","67","66"
"female","group C","some college","free/reduced","none","58","68","66"
"male","group B","associate's degree","free/reduced","completed","63","51","61"
"male","group E","bachelor's degree","standard","none","84","77","74"
"female","group A","associate's degree","standard","completed","79","97","94"
"male","group B","associate's degree","standard","none","84","86","74"
"female","group C","some college","free/reduced","none","36","52","53"
"male","group B","some college","free/reduced","none","51","47","50"
"female","group C","some college","free/reduced","none","47","53","48"
"female","group A","some high school","free/reduced","none","40","60","48"
"male","group E","some college","free/reduced","none","71","61","62"
"male","group C","some college","standard","none","80","79","70"
"male","group C","some college","standard","none","53","45","44"
"male","group D","high school","standard","completed","69","77","77"
"male","group B","high school","standard","none","74","73","69"
"male","group B","associate's degree","standard","none","51","52","45"
"male","group C","high school","standard","none","82","69","67"
"female","group D","some college","standard","completed","79","97","100"
"female","group C","some high school","free/reduced","completed","51","65","65"
"male","group D","high school","standard","none","75","76","70"
"male","group C","high school","standard","completed","70","65","65"
"male","group E","some college","standard","completed","91","78","81"
"male","group D","some high school","standard","none","68","63","68"
"female","group B","associate's degree","free/reduced","completed","29","44","37"
"female","group C","some college","standard","completed","75","78","87"
"male","group D","some high school","standard","completed","69","52","60"
"female","group C","some college","standard","none","45","51","47"
"female","group C","some college","standard","none","50","63","61"
"male","group D","some college","standard","none","80","77","75"
"male","group B","some college","standard","none","39","41","41"
"male","group C","some high school","free/reduced","completed","57","63","57"
"male","group D","bachelor's degree","free/reduced","none","38","32","35"
"female","group D","some college","free/reduced","completed","55","67","79"
"male","group C","associate's degree","standard","none","72","70","59"
"female","group D","some high school","free/reduced","none","49","52","56"
"female","group B","high school","free/reduced","none","46","55","50"
"male","group D","some high school","free/reduced","none","56","53","53"
"female","group B","some college","standard","none","49","62","62"
"female","group D","high school","standard","none","85","91","97"
"female","group D","master's degree","standard","none","64","71","74"
"male","group E","some college","standard","none","72","70","60"
"male","group B","some college","standard","none","76","83","80"
"male","group E","some high school","standard","none","83","67","64"
"male","group C","high school","standard","none","90","79","81"
"female","group A","some high school","standard","completed","77","90","92"
"male","group E","some high school","free/reduced","completed","76","74","67"
"female","group B","master's degree","standard","completed","84","95","90"
"female","group B","high school","free/reduced","none","64","79","76"
"male","group D","associate's degree","free/reduced","completed","63","57","61"
"female","group C","high school","standard","none","33","49","41"
"female","group E","high school","standard","completed","98","100","100"
"female","group E","some college","standard","none","78","81","77"
"male","group A","some college","free/reduced","none","56","52","46"
