"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some college","free/reduced","completed","49","64","71"
"female","group C","some college","standard","completed","71","82","82"
"female","group C","associate's degree","free/reduced","none","69","72","69"
"male","group E","some college","standard","none","88","77","76"
"male","group B","high school","standard","completed","70","62","61"
"female","group C","some high school","free/reduced","none","39","49","50"
"female","group D","some high school","standard","none","66","69","71"
"male","group C","some college","standard","none","69","60","59"
"male","group C","bachelor's degree","free/reduced","completed","88","76","84"
"male","group D","associate's degree","free/reduced","completed","75","82","83"
"female","group C","high school","standard","completed","42","41","40"
"male","group C","master's degree","standard","none","91","79","81"
"female","group C","some college","standard","completed","74","83","90"
"female","group C","high school","standard","none","61","67","69"
"female","group D","bachelor's degree","standard","none","60","64","67"
"male","group D","high school","standard","none","59","55","53"
"female","group C","high school","standard","none","74","89","79"
"female","group D","associate's degree","standard","none","69","65","71"
"male","group C","some high school","free/reduced","none","39","57","47"
"female","group C","some high school","free/reduced","none","48","65","66"
"male","group C","associate's degree","free/reduced","none","65","60","52"
"female","group D","bachelor's degree","standard","completed","90","100","100"
"male","group C","high school","standard","completed","68","70","69"
"female","group C","high school","free/reduced","none","70","87","79"
"female","group B","some college","free/reduced","none","44","53","42"
"female","group C","master's degree","standard","none","71","90","89"
"male","group C","some high school","standard","none","69","55","52"
"female","group C","associate's degree","standard","completed","50","63","66"
"female","group C","associate's degree","standard","completed","93","99","100"
"male","group A","associate's degree","standard","completed","79","68","66"
"male","group D","some college","standard","none","95","84","87"
"male","group D","associate's degree","standard","none","70","70","70"
"male","group D","bachelor's degree","standard","completed","79","67","72"
"male","group D","some high school","standard","none","80","75","77"
"female","group B","high school","standard","completed","79","88","84"
"female","group C","high school","standard","none","79","90","89"
"female","group C","associate's degree","standard","completed","84","94","96"
"male","group D","some college","standard","completed","87","80","76"
"male","group A","some high school","free/reduced","completed","67","73","63"
"female","group B","some high school","free/reduced","completed","61","74","74"
"male","group C","associate's degree","free/reduced","none","71","70","67"
"female","group D","high school","standard","none","69","79","78"
"male","group B","master's degree","free/reduced","none","27","31","25"
"female","group D","some college","standard","none","78","83","83"
"female","group C","associate's degree","free/reduced","none","40","52","51"
"female","group B","some college","standard","none","45","51","59"
"male","group C","high school","standard","none","70","59","57"
"female","group C","master's degree","standard","none","62","71","76"
"male","group D","associate's degree","standard","none","79","77","71"
"female","group E","some college","standard","none","88","100","96"
"male","group E","bachelor's degree","free/reduced","completed","99","91","93"
"male","group B","associate's degree","standard","completed","58","59","54"
"male","group A","associate's degree","standard","none","51","51","51"
"male","group D","some high school","standard","completed","77","76","78"
"female","group C","associate's degree","standard","none","75","78","74"
"male","group B","some college","standard","none","71","73","66"
"female","group C","associate's degree","standard","none","80","97","93"
"female","group C","bachelor's degree","standard","none","48","65","62"
"female","group C","associate's degree","free/reduced","completed","41","67","67"
"female","group B","high school","standard","completed","76","82","80"
"male","group D","associate's degree","free/reduced","none","66","70","75"
"female","group C","high school","free/reduced","none","41","47","45"
"male","group E","some high school","standard","none","80","74","69"
"female","group D","some college","standard","completed","77","89","90"
"female","group B","bachelor's degree","free/reduced","completed","50","73","74"
"female","group C","high school","standard","completed","98","88","98"
"female","group E","some high school","free/reduced","none","51","57","51"
"male","group C","some college","free/reduced","none","42","48","42"
"female","group A","some college","free/reduced","completed","72","81","80"
"male","group C","high school","free/reduced","none","66","56","54"
"female","group B","some college","standard","completed","61","72","74"
"female","group C","some high school","standard","none","73","80","84"
"male","group D","high school","standard","completed","61","54","63"
"female","group A","bachelor's degree","free/reduced","completed","81","91","94"
"male","group D","associate's degree","standard","completed","81","76","77"
"male","group D","associate's degree","free/reduced","none","51","57","51"
"female","group A","high school","standard","completed","62","78","74"
"female","group A","some college","free/reduced","completed","61","83","86"
"female","group C","bachelor's degree","free/reduced","completed","61","73","79"
"male","group C","associate's degree","standard","none","70","69","68"
"male","group B","associate's degree","standard","completed","64","63","68"
"male","group C","associate's degree","standard","none","54","66","60"
"female","group B","high school","free/reduced","none","27","38","32"
"male","group C","some college","standard","none","65","61","58"
"female","group C","high school","free/reduced","none","45","54","50"
"male","group C","some high school","standard","none","65","50","55"
"male","group B","high school","free/reduced","none","59","62","54"
"male","group D","high school","free/reduced","none","72","69","61"
"male","group A","some high school","standard","none","59","41","40"
"male","group C","associate's degree","free/reduced","completed","55","59","49"
"male","group C","some high school","free/reduced","completed","80","89","80"
"female","group D","some college","standard","completed","55","75","74"
"male","group C","some high school","standard","completed","87","83","80"
"male","group D","high school","standard","none","69","61","61"
"female","group D","high school","standard","none","68","78","75"
"male","group E","some high school","standard","none","58","43","43"
"male","group A","high school","free/reduced","completed","60","58","59"
"female","group D","associate's degree","free/reduced","completed","66","75","72"
"male","group B","some college","standard","none","68","59","55"
"male","group D","high school","free/reduced","none","40","45","32"
"male","group B","some college","standard","none","83","88","79"
"female","group B","master's degree","standard","completed","53","66","69"
"male","group D","some college","standard","completed","77","80","77"
"female","group C","some high school","standard","none","52","69","61"
"male","group B","some high school","standard","none","85","83","79"
"male","group C","high school","free/reduced","none","54","44","40"
"female","group B","some high school","standard","none","17","34","31"
"female","group E","high school","standard","none","84","85","90"
"female","group B","master's degree","standard","completed","77","88","92"
"male","group C","high school","standard","none","54","53","46"
"female","group A","high school","standard","none","46","57","53"
"female","group D","high school","standard","none","53","51","53"
"female","group A","bachelor's degree","standard","completed","46","60","59"
"female","group C","high school","free/reduced","none","46","56","51"
"female","group E","associate's degree","standard","none","74","75","72"
"female","group B","some high school","free/reduced","completed","62","69","73"
"female","group B","some college","free/reduced","none","39","48","46"
"male","group B","associate's degree","standard","completed","66","74","73"
"female","group C","high school","free/reduced","none","55","71","65"
"male","group B","some high school","standard","none","74","68","69"
"male","group D","master's degree","free/reduced","none","56","55","52"
"female","group C","associate's degree","standard","completed","73","88","95"
"male","group D","high school","free/reduced","none","71","58","59"
"female","group C","some college","standard","none","26","38","38"
"male","group D","associate's degree","standard","none","70","65","63"
"male","group C","associate's degree","standard","completed","62","66","68"
"female","group D","high school","standard","none","61","60","67"
"male","group B","some college","standard","none","69","67","61"
"female","group A","associate's degree","free/reduced","completed","50","62","61"
"female","group D","high school","standard","none","42","52","49"
"male","group D","bachelor's degree","standard","none","73","66","71"
"female","group E","some college","free/reduced","none","72","79","72"
"female","group C","some high school","free/reduced","none","37","59","57"
"male","group A","some high school","free/reduced","none","78","64","64"
"female","group E","some college","standard","none","78","81","80"
"female","group D","some college","standard","none","64","88","76"
"female","group E","some high school","free/reduced","none","56","60","58"
"female","group A","master's degree","free/reduced","none","34","44","41"
"male","group A","associate's degree","standard","none","58","54","56"
"female","group C","high school","free/reduced","completed","63","76","76"
"male","group D","some high school","free/reduced","none","73","74","71"
"male","group E","some college","standard","completed","95","84","84"
"male","group E","bachelor's degree","standard","completed","80","80","75"
"female","group E","some college","standard","none","95","94","93"
"male","group C","associate's degree","free/reduced","completed","72","59","65"
"female","group B","some high school","standard","none","49","56","56"
"male","group B","associate's degree","standard","none","59","54","52"
"male","group A","bachelor's degree","standard","completed","80","82","83"
"female","group E","master's degree","standard","none","73","78","78"
"female","group A","some college","standard","none","77","77","74"
"female","group C","some high school","free/reduced","completed","37","48","51"
"female","group C","some college","free/reduced","none","39","45","46"
"male","group C","associate's degree","free/reduced","none","73","64","65"
"male","group D","associate's degree","standard","none","89","81","79"
"male","group C","some high school","free/reduced","completed","59","74","68"
"female","group C","some college","free/reduced","none","45","57","55"
"female","group C","some high school","free/reduced","none","57","69","68"
"female","group B","high school","free/reduced","none","75","74","82"
"male","group C","master's degree","free/reduced","none","67","68","66"
"male","group C","associate's degree","free/reduced","none","40","48","42"
"female","group C","high school","standard","none","55","64","63"
"female","group C","bachelor's degree","standard","completed","91","93","97"
"female","group B","high school","standard","none","43","48","44"
"male","group D","master's degree","standard","none","70","62","62"
"female","group D","associate's degree","standard","completed","91","100","96"
"male","group D","high school","free/reduced","none","47","56","52"
"male","group D","some college","free/reduced","none","48","43","45"
"male","group E","some college","free/reduced","none","39","46","42"
"female","group E","associate's degree","free/reduced","completed","64","77","71"
"male","group D","high school","free/reduced","none","65","66","60"
"female","group C","some college","free/reduced","none","56","69","65"
"male","group D","master's degree","free/reduced","none","62","66","66"
"male","group C","some college","standard","none","38","39","35"
"female","group B","some high school","standard","completed","44","63","64"
"male","group B","associate's degree","free/reduced","completed","68","78","71"
"male","group B","some college","standard","none","86","79","81"
"female","group B","high school","free/reduced","completed","35","48","48"
"female","group E","some college","standard","none","72","89","85"
"female","group C","associate's degree","standard","none","82","96","87"
"female","group C","bachelor's degree","free/reduced","none","41","60","51"
"male","group B","bachelor's degree","standard","none","89","88","86"
"female","group D","some college","free/reduced","none","62","75","76"
"female","group B","associate's degree","free/reduced","completed","50","80","84"
"male","group D","high school","standard","completed","68","78","74"
"female","group C","bachelor's degree","standard","completed","77","85","82"
"male","group C","some high school","standard","none","83","89","81"
"male","group B","some high school","free/reduced","none","67","67","62"
"female","group D","high school","standard","none","48","56","61"
"female","group D","high school","standard","none","73","87","90"
"male","group D","associate's degree","standard","completed","95","83","88"
"male","group B","some high school","standard","none","51","51","44"
"female","group C","high school","free/reduced","completed","51","71","65"
"male","group C","bachelor's degree","standard","none","79","75","64"
"female","group D","some high school","standard","none","71","74","72"
"female","group D","some high school","standard","none","80","97","90"
"female","group D","master's degree","standard","none","100","100","100"
"female","group C","associate's degree","free/reduced","none","68","89","84"
"female","group C","some high school","standard","completed","51","62","61"
"male","group D","some high school","free/reduced","none","34","39","41"
"female","group E","some college","standard","none","65","62","64"
"female","group C","high school","standard","none","74","78","79"
"female","group A","high school","standard","completed","53","62","63"
"female","group A","bachelor's degree","free/reduced","completed","76","88","93"
"male","group A","bachelor's degree","free/reduced","none","65","53","55"
"female","group C","some college","free/reduced","none","53","62","63"
"female","group B","high school","free/reduced","none","25","37","32"
"female","group C","high school","standard","completed","88","93","89"
"male","group C","high school","standard","none","66","62","59"
"male","group D","master's degree","standard","none","89","82","75"
"female","group D","some college","standard","none","84","98","92"
"female","group C","high school","standard","none","46","50","51"
"female","group C","some high school","free/reduced","none","40","48","43"
"female","group C","some high school","standard","none","38","55","51"
"female","group A","some college","standard","none","61","55","58"
"female","group D","master's degree","standard","none","54","58","57"
"male","group E","high school","free/reduced","completed","64","61","59"
"female","group B","some high school","standard","completed","80","93","87"
"male","group B","master's degree","free/reduced","completed","72","65","67"
"male","group C","some college","standard","none","91","89","90"
"male","group C","some high school","free/reduced","none","57","56","56"
"female","group E","high school","free/reduced","none","72","74","74"
"male","group D","high school","free/reduced","none","80","75","70"
"male","group B","high school","free/reduced","completed","56","64","60"
"male","group D","bachelor's degree","standard","none","87","74","82"
"male","group C","high school","free/reduced","none","67","64","61"
"male","group B","some college","free/reduced","none","51","56","50"
"female","group D","bachelor's degree","free/reduced","none","76","89","85"
"female","group B","high school","standard","completed","64","74","76"
"male","group E","some college","free/reduced","none","81","71","63"
"female","group C","associate's degree","standard","none","76","97","94"
"male","group D","some college","free/reduced","none","73","73","74"
"female","group D","associate's degree","free/reduced","none","60","74","72"
"male","group B","high school","standard","none","66","66","63"
"male","group C","some college","standard","none","73","78","65"
"male","group C","associate's degree","standard","none","91","94","88"
"female","group A","some college","standard","completed","52","78","82"
"female","group B","master's degree","free/reduced","none","60","82","74"
"male","group D","high school","standard","none","38","38","32"
"male","group C","high school","standard","completed","72","74","69"
"female","group D","bachelor's degree","standard","none","71","77","82"
"female","group C","some high school","free/reduced","none","32","43","35"
"male","group A","associate's degree","free/reduced","none","35","36","26"
"female","group C","some college","free/reduced","completed","49","68","64"
"male","group B","some college","free/reduced","completed","62","60","55"
"male","group B","some high school","free/reduced","none","36","38","32"
"male","group D","master's degree","standard","none","84","81","80"
"female","group B","associate's degree","free/reduced","none","62","71","69"
"male","group E","some high school","free/reduced","none","86","63","63"
"female","group B","associate's degree","standard","completed","47","53","51"
"female","group D","associate's degree","standard","none","78","81","83"
"female","group D","some high school","standard","none","48","56","55"
"female","group B","master's degree","standard","completed","95","100","100"
"male","group C","master's degree","standard","none","50","51","51"
"male","group D","associate's degree","free/reduced","none","36","38","34"
"male","group C","master's degree","standard","completed","77","68","77"
"female","group D","bachelor's degree","standard","completed","72","80","87"
"female","group C","high school","standard","completed","57","53","58"
"female","group C","some college","standard","none","53","68","60"
"male","group B","some college","standard","completed","62","67","68"
"male","group B","master's degree","free/reduced","completed","70","84","80"
"male","group C","some college","free/reduced","completed","74","65","61"
"female","group D","some college","standard","completed","68","78","83"
"female","group D","some college","free/reduced","completed","55","68","74"
"female","group B","associate's degree","standard","none","57","77","74"
"female","group D","bachelor's degree","standard","completed","83","82","95"
"male","group B","associate's degree","free/reduced","completed","71","74","69"
"male","group D","some high school","standard","none","36","29","25"
"male","group C","some high school","standard","completed","74","79","77"
"male","group A","high school","standard","none","56","52","52"
"male","group E","bachelor's degree","standard","none","93","72","72"
"female","group C","high school","standard","completed","74","71","72"
"female","group C","bachelor's degree","standard","none","88","96","88"
"female","group B","some college","free/reduced","completed","56","72","73"
"male","group C","high school","standard","completed","85","85","82"
"female","group A","some high school","free/reduced","none","29","47","46"
"female","group E","bachelor's degree","standard","none","48","58","64"
"female","group D","associate's degree","standard","completed","84","91","97"
"female","group D","associate's degree","standard","none","65","62","66"
"male","group B","some high school","standard","none","72","77","70"
"male","group C","bachelor's degree","standard","none","79","76","72"
"female","group D","some college","standard","none","56","58","62"
"male","group A","master's degree","standard","completed","72","72","70"
"female","group B","high school","standard","none","54","51","53"
"male","group D","master's degree","standard","none","93","80","86"
"male","group B","some high school","standard","none","71","69","58"
"male","group E","some college","standard","completed","99","82","92"
"female","group D","associate's degree","free/reduced","none","40","51","57"
"male","group E","bachelor's degree","free/reduced","completed","100","91","87"
"male","group C","bachelor's degree","standard","none","49","60","53"
"male","group B","high school","standard","none","53","45","38"
"male","group B","some college","standard","none","86","82","82"
"female","group C","associate's degree","free/reduced","none","76","87","83"
"female","group E","high school","standard","none","86","85","87"
"male","group D","some college","standard","completed","71","66","66"
"female","group D","some high school","free/reduced","none","54","57","62"
"female","group D","high school","free/reduced","completed","67","82","82"
"male","group E","high school","standard","completed","80","62","67"
"male","group D","some high school","standard","none","50","41","43"
"male","group D","some college","standard","none","69","68","62"
"male","group C","some college","free/reduced","completed","76","75","78"
"male","group C","high school","free/reduced","none","57","58","57"
"female","group E","associate's degree","standard","none","75","89","87"
"female","group B","high school","free/reduced","none","69","88","87"
"male","group D","some high school","standard","none","69","64","69"
"female","group A","high school","free/reduced","none","49","57","63"
"male","group C","high school","standard","none","67","55","50"
"female","group B","associate's degree","standard","completed","40","69","64"
"female","group C","bachelor's degree","standard","completed","59","85","82"
"male","group C","high school","free/reduced","none","49","47","45"
"female","group D","some college","standard","completed","46","57","64"
"female","group B","high school","free/reduced","none","47","67","52"
"male","group D","some college","standard","completed","71","67","67"
"male","group C","high school","free/reduced","none","70","80","69"
"male","group D","high school","standard","none","53","45","43"
"male","group C","master's degree","standard","none","79","82","76"
"female","group E","associate's degree","standard","completed","90","81","88"
"male","group C","associate's degree","standard","none","50","40","33"
"female","group D","master's degree","free/reduced","none","39","56","52"
"male","group A","some college","free/reduced","completed","65","65","66"
"male","group C","some high school","free/reduced","completed","70","71","70"
"male","group C","some high school","standard","none","68","57","59"
"female","group C","some college","standard","none","41","53","51"
"male","group D","some college","standard","none","67","59","49"
"male","group C","bachelor's degree","free/reduced","none","69","61","58"
"female","group C","associate's degree","standard","none","53","67","69"
"female","group B","high school","standard","none","77","99","97"
"female","group D","some high school","standard","completed","73","80","85"
"male","group A","some high school","free/reduced","completed","49","56","53"
"female","group D","associate's degree","standard","completed","97","100","100"
"male","group B","bachelor's degree","free/reduced","completed","89","90","89"
"female","group B","some college","standard","none","75","82","84"
"male","group B","high school","free/reduced","none","67","71","69"
"female","group D","some high school","standard","completed","93","100","98"
"male","group D","associate's degree","standard","none","73","57","59"
"male","group C","some high school","standard","completed","54","51","54"
"female","group E","high school","free/reduced","completed","71","79","78"
"female","group D","some college","free/reduced","none","74","82","84"
"female","group D","master's degree","standard","none","86","100","100"
"male","group D","master's degree","free/reduced","completed","63","63","68"
"female","group D","high school","standard","none","58","74","71"
"female","group B","some high school","free/reduced","none","41","51","46"
"male","group A","master's degree","free/reduced","none","84","76","74"
"male","group B","high school","standard","completed","73","67","61"
"female","group B","high school","standard","none","83","89","84"
"male","group B","high school","standard","none","70","67","61"
"female","group E","associate's degree","standard","none","65","67","68"
"female","group B","bachelor's degree","free/reduced","completed","70","83","82"
"male","group C","associate's degree","standard","none","76","77","68"
"female","group C","high school","standard","none","52","51","53"
"female","group D","some high school","standard","none","54","65","63"
"male","group E","some college","standard","completed","79","76","81"
"female","group C","associate's degree","free/reduced","none","61","64","71"
"male","group A","some college","free/reduced","none","68","63","55"
"male","group C","high school","free/reduced","completed","53","61","58"
"male","group D","some high school","free/reduced","none","57","53","48"
"male","group E","some high school","standard","completed","77","68","68"
"female","group E","some high school","standard","completed","86","82","84"
"female","group B","associate's degree","standard","none","76","90","87"
"male","group D","some high school","free/reduced","completed","72","81","82"
"male","group E","high school","standard","completed","93","85","83"
"male","group B","high school","free/reduced","completed","43","40","42"
"female","group D","associate's degree","standard","none","55","64","62"
"male","group C","some college","standard","none","71","65","62"
"male","group C","bachelor's degree","standard","none","63","65","63"
"male","group C","associate's degree","free/reduced","completed","56","52","50"
"male","group B","high school","standard","completed","68","60","64"
"female","group C","some high school","standard","none","62","74","74"
"female","group C","some high school","standard","completed","69","78","76"
"female","group B","some college","free/reduced","none","62","63","58"
"female","group B","some college","standard","none","60","74","71"
"female","group C","associate's degree","free/reduced","none","76","73","74"
"female","group C","some college","standard","none","65","70","72"
"female","group C","some high school","standard","completed","62","68","71"
"female","group B","some college","standard","none","44","56","53"
"female","group E","some high school","free/reduced","none","56","52","53"
"male","group C","associate's degree","standard","none","69","59","56"
"female","group D","associate's degree","free/reduced","none","50","63","63"
"male","group C","high school","free/reduced","none","66","60","55"
"male","group D","some college","free/reduced","none","52","50","42"
"male","group C","some high school","standard","completed","45","50","46"
"female","group D","high school","free/reduced","completed","71","82","78"
"male","group A","some college","free/reduced","none","62","63","56"
"female","group C","bachelor's degree","standard","none","64","72","71"
"male","group C","high school","standard","none","72","73","66"
"female","group A","high school","standard","none","90","84","85"
"female","group C","some high school","standard","completed","74","74","85"
"female","group D","some high school","free/reduced","none","57","70","68"
"female","group A","some college","standard","none","67","83","78"
"female","group B","high school","free/reduced","none","35","43","46"
"female","group B","associate's degree","standard","completed","56","67","74"
"male","group B","some high school","standard","none","82","81","76"
"male","group D","some college","free/reduced","completed","56","62","56"
"female","group D","some college","standard","none","62","71","69"
"male","group E","master's degree","standard","none","81","76","76"
"male","group A","some college","standard","none","85","90","86"
"female","group A","high school","free/reduced","none","56","54","52"
"male","group C","high school","standard","none","68","58","49"
"female","group C","associate's degree","free/reduced","completed","56","76","77"
"female","group C","associate's degree","standard","none","91","89","88"
"female","group B","associate's degree","standard","none","77","76","76"
"female","group B","associate's degree","standard","completed","64","76","81"
"female","group C","associate's degree","standard","completed","54","66","70"
"male","group A","associate's degree","free/reduced","none","48","40","36"
"female","group E","bachelor's degree","standard","none","81","93","92"
"male","group B","bachelor's degree","standard","none","74","65","73"
"female","group C","some college","free/reduced","none","47","61","57"
"male","group B","some high school","free/reduced","none","78","71","66"
"female","group D","some college","standard","none","65","77","71"
"male","group C","associate's degree","standard","completed","71","73","70"
"male","group C","some college","standard","none","64","59","52"
"male","group B","bachelor's degree","standard","none","65","66","69"
"female","group B","some high school","free/reduced","none","43","65","60"
"female","group D","associate's degree","standard","none","58","65","66"
"female","group B","associate's degree","standard","none","61","69","67"
"male","group D","some high school","free/reduced","none","53","47","46"
"female","group D","some high school","standard","completed","66","75","78"
