"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","master's degree","standard","completed","100","100","100"
"male","group B","bachelor's degree","standard","completed","89","79","83"
"male","group C","high school","free/reduced","completed","68","66","59"
"male","group D","some college","standard","none","90","80","80"
"male","group B","some college","standard","none","60","56","54"
"male","group B","associate's degree","free/reduced","none","43","42","42"
"male","group D","some high school","free/reduced","completed","69","58","61"
"male","group D","associate's degree","standard","none","74","72","65"
"male","group D","high school","standard","none","71","63","65"
"female","group E","some high school","free/reduced","completed","72","74","74"
"female","group C","associate's degree","standard","none","60","76","74"
"male","group B","some high school","standard","completed","79","73","72"
"male","group D","some high school","standard","completed","78","72","70"
"female","group C","high school","standard","none","55","72","62"
"female","group C","high school","free/reduced","completed","66","90","79"
"male","group D","some high school","free/reduced","none","77","62","60"
"female","group C","high school","standard","none","69","74","68"
"female","group C","high school","standard","completed","85","94","93"
"female","group C","associate's degree","standard","none","71","88","86"
"female","group B","some college","standard","none","53","61","61"
"male","group C","master's degree","standard","completed","64","65","57"
"female","group D","associate's degree","standard","completed","74","79","80"
"male","group C","some high school","standard","none","81","79","72"
"male","group C","some college","free/reduced","completed","72","74","78"
"female","group C","high school","standard","completed","81","87","88"
"female","group C","some high school","standard","completed","65","73","77"
"male","group D","bachelor's degree","free/reduced","completed","73","74","74"
"male","group C","some high school","free/reduced","none","56","67","64"
"male","group C","high school","free/reduced","completed","58","60","59"
"male","group C","bachelor's degree","standard","completed","84","85","84"
"male","group C","associate's degree","standard","none","83","83","79"
"female","group D","associate's degree","free/reduced","completed","71","87","97"
"male","group C","high school","standard","completed","61","72","64"
"female","group A","bachelor's degree","standard","completed","66","68","71"
"female","group C","high school","standard","none","53","63","61"
"male","group B","associate's degree","standard","none","63","61","57"
"female","group C","bachelor's degree","free/reduced","none","82","90","89"
"female","group C","some high school","standard","none","66","85","80"
"female","group D","associate's degree","free/reduced","none","46","47","46"
"female","group C","associate's degree","standard","completed","75","82","83"
"male","group A","some college","free/reduced","none","52","66","52"
"male","group C","some college","standard","none","71","64","58"
"male","group C","master's degree","free/reduced","completed","61","63","70"
"male","group B","associate's degree","standard","none","59","55","55"
"male","group D","master's degree","free/reduced","completed","95","98","99"
"male","group B","high school","standard","none","43","23","21"
"female","group C","some high school","standard","completed","72","86","84"
"female","group C","bachelor's degree","standard","none","65","76","72"
"male","group C","some high school","standard","completed","79","79","80"
"female","group C","some college","free/reduced","completed","59","65","70"
"male","group E","bachelor's degree","standard","none","90","73","69"
"female","group C","associate's degree","standard","completed","99","100","100"
"female","group E","high school","standard","completed","74","77","74"
"male","group C","associate's degree","standard","completed","80","80","77"
"female","group B","associate's degree","standard","none","47","35","40"
"male","group E","some high school","free/reduced","completed","82","81","71"
"male","group B","some high school","standard","completed","78","79","80"
"female","group D","bachelor's degree","standard","none","61","65","70"
"female","group D","some college","standard","none","79","90","88"
"female","group D","high school","free/reduced","none","69","76","78"
"female","group E","associate's degree","standard","none","80","85","88"
"female","group D","high school","standard","none","83","76","81"
"male","group B","high school","standard","completed","60","69","64"
"male","group C","some college","free/reduced","none","55","63","63"
"male","group D","some high school","free/reduced","completed","61","62","62"
"male","group B","some college","free/reduced","none","47","53","46"
"male","group E","bachelor's degree","free/reduced","none","57","46","40"
"male","group C","master's degree","standard","none","64","70","61"
"female","group B","high school","standard","none","39","46","48"
"male","group D","associate's degree","standard","completed","81","81","83"
"female","group A","associate's degree","standard","completed","81","86","92"
"female","group D","some college","free/reduced","none","44","57","51"
"male","group C","associate's degree","free/reduced","none","45","54","45"
"female","group B","some high school","standard","completed","80","86","86"
"male","group B","some high school","free/reduced","none","59","56","53"
"male","group B","some college","standard","none","51","48","45"
"male","group B","high school","free/reduced","none","69","63","61"
"male","group C","some college","standard","completed","78","75","69"
"male","group D","some college","standard","completed","100","97","97"
"female","group B","bachelor's degree","standard","none","47","52","49"
"male","group B","associate's degree","standard","none","60","50","48"
"male","group C","high school","free/reduced","none","46","44","40"
"female","group D","bachelor's degree","free/reduced","completed","71","86","85"
"female","group A","some college","standard","none","69","63","70"
"male","group D","high school","free/reduced","completed","81","70","71"
"male","group D","associate's degree","standard","completed","55","61","60"
"male","group C","some college","standard","none","81","69","71"
"female","group E","high school","free/reduced","completed","73","80","79"
"male","group D","associate's degree","free/reduced","none","59","52","50"
"male","group C","some college","free/reduced","none","62","55","57"
"female","group B","master's degree","standard","completed","85","99","100"
"female","group C","associate's degree","standard","none","50","56","50"
"female","group C","bachelor's degree","standard","none","63","68","67"
"female","group B","some college","standard","completed","80","85","89"
"male","group C","some college","standard","completed","80","84","80"
"female","group D","some college","free/reduced","completed","48","61","63"
"female","group B","high school","standard","none","58","73","69"
"male","group C","master's degree","standard","none","90","86","83"
"female","group A","associate's degree","free/reduced","none","63","71","71"
"female","group B","associate's degree","free/reduced","completed","68","80","78"
"female","group B","some college","free/reduced","completed","43","55","60"
"female","group C","associate's degree","standard","completed","61","62","67"
"male","group D","bachelor's degree","free/reduced","none","39","44","40"
"female","group B","some college","standard","none","63","75","66"
"female","group C","associate's degree","standard","none","60","68","65"
"male","group B","some high school","standard","none","69","56","57"
"male","group B","high school","standard","none","87","84","77"
"female","group D","some college","standard","completed","40","49","48"
"male","group C","high school","standard","none","60","58","57"
"female","group A","bachelor's degree","standard","none","49","56","54"
"female","group D","some college","standard","none","46","57","58"
"female","group B","associate's degree","standard","none","71","84","76"
"female","group A","associate's degree","standard","completed","73","79","83"
"male","group D","high school","standard","completed","64","67","72"
"male","group E","bachelor's degree","standard","none","88","65","64"
"male","group C","some high school","free/reduced","completed","56","63","54"
"male","group B","some college","free/reduced","none","39","45","36"
"male","group E","some college","free/reduced","completed","64","57","64"
"male","group D","some high school","free/reduced","none","58","54","55"
"male","group D","bachelor's degree","free/reduced","none","78","72","80"
"male","group C","some college","standard","completed","59","57","56"
"female","group E","high school","standard","completed","67","80","77"
"male","group D","some high school","standard","none","69","66","59"
"female","group C","some high school","standard","none","79","78","81"
"female","group C","some high school","standard","none","54","58","56"
"female","group C","some college","free/reduced","completed","46","65","69"
"male","group C","high school","standard","completed","36","29","28"
"female","group B","some college","standard","none","75","79","78"
"male","group D","some college","free/reduced","none","60","65","61"
"male","group E","some college","standard","completed","71","80","75"
"male","group B","some college","standard","none","78","75","77"
"female","group C","some high school","standard","none","56","59","60"
"male","group E","associate's degree","standard","completed","91","74","78"
"male","group E","bachelor's degree","standard","none","82","73","73"
"male","group B","some college","free/reduced","none","53","59","60"
"male","group A","high school","standard","none","74","70","66"
"female","group D","high school","standard","completed","53","74","77"
"female","group B","associate's degree","standard","none","63","74","75"
"female","group B","some college","standard","none","68","79","74"
"male","group D","high school","standard","completed","87","90","91"
"female","group C","associate's degree","free/reduced","none","80","96","90"
"male","group C","some college","standard","none","90","88","87"
"male","group E","master's degree","standard","none","74","71","71"
"female","group B","high school","standard","none","69","81","83"
"male","group A","some college","standard","completed","66","60","56"
"male","group E","associate's degree","standard","none","83","76","75"
"male","group C","some college","standard","none","54","59","53"
"male","group C","master's degree","standard","none","85","87","84"
"male","group B","some high school","standard","completed","45","51","44"
"male","group C","some college","standard","none","66","60","63"
"female","group A","associate's degree","standard","completed","60","81","71"
"male","group E","associate's degree","free/reduced","none","84","76","65"
"female","group D","bachelor's degree","standard","none","77","82","86"
"female","group C","associate's degree","standard","none","84","91","80"
"female","group E","high school","standard","none","72","72","65"
"male","group C","some high school","standard","none","46","40","39"
"female","group D","some college","free/reduced","none","54","75","67"
"female","group C","bachelor's degree","free/reduced","none","43","58","57"
"male","group C","some high school","free/reduced","none","45","47","39"
"female","group B","some college","standard","none","79","78","85"
"female","group E","some high school","standard","none","83","81","80"
"male","group E","some college","standard","none","77","57","53"
"male","group C","bachelor's degree","standard","completed","81","74","82"
"male","group B","some college","standard","none","57","47","52"
"male","group B","associate's degree","free/reduced","completed","51","59","53"
"female","group C","some college","free/reduced","completed","51","62","67"
"male","group C","master's degree","free/reduced","completed","61","64","57"
"male","group D","some high school","standard","none","67","52","56"
"male","group C","some college","standard","none","76","71","66"
"male","group C","high school","standard","completed","77","75","79"
"male","group C","high school","free/reduced","completed","47","53","52"
"female","group B","associate's degree","free/reduced","none","56","72","60"
"female","group E","associate's degree","standard","none","69","80","72"
"female","group E","master's degree","standard","none","81","80","84"
"female","group B","some high school","standard","none","79","84","81"
"male","group E","some high school","standard","completed","98","97","89"
"female","group D","associate's degree","standard","none","87","100","97"
"female","group D","high school","standard","none","72","70","78"
"male","group D","some college","free/reduced","completed","62","55","64"
"female","group C","some college","free/reduced","none","55","61","51"
"male","group C","high school","standard","none","74","73","63"
"female","group D","some high school","free/reduced","none","51","58","60"
"female","group D","high school","standard","none","96","93","88"
"female","group C","bachelor's degree","free/reduced","completed","73","82","84"
"male","group B","some high school","standard","none","63","58","49"
"male","group C","some college","free/reduced","none","51","48","50"
"female","group C","some high school","free/reduced","none","70","81","78"
"female","group C","bachelor's degree","standard","none","71","77","78"
"female","group E","master's degree","standard","completed","82","84","90"
"female","group C","some college","free/reduced","none","72","85","82"
"male","group C","associate's degree","free/reduced","none","63","67","65"
"female","group C","associate's degree","standard","none","63","72","70"
"male","group C","bachelor's degree","standard","completed","89","86","84"
"male","group C","some college","standard","completed","87","82","80"
"male","group C","some high school","standard","none","66","67","61"
"male","group C","some college","free/reduced","none","37","38","38"
"male","group A","bachelor's degree","standard","completed","78","75","83"
"female","group D","high school","standard","none","58","65","60"
"female","group C","associate's degree","standard","none","43","45","41"
"female","group B","some college","free/reduced","none","58","76","70"
"female","group C","master's degree","standard","none","96","96","97"
"female","group E","associate's degree","free/reduced","none","53","58","59"
"female","group C","master's degree","standard","none","69","86","85"
"female","group E","some college","standard","none","78","81","79"
"female","group B","master's degree","standard","completed","73","80","88"
"female","group D","some college","free/reduced","completed","68","81","86"
"female","group A","some high school","standard","none","71","91","86"
"male","group B","associate's degree","standard","none","66","66","63"
"male","group C","some college","free/reduced","none","52","53","49"
"female","group D","some college","free/reduced","none","55","68","63"
"female","group D","associate's degree","standard","none","72","82","84"
"female","group C","associate's degree","standard","none","79","85","90"
"male","group B","bachelor's degree","standard","completed","100","98","100"
"male","group C","bachelor's degree","free/reduced","none","61","59","61"
"male","group C","some college","standard","none","88","85","83"
"female","group D","associate's degree","standard","completed","78","89","100"
"male","group B","some college","free/reduced","completed","48","53","49"
"female","group C","high school","standard","completed","46","63","65"
"female","group D","associate's degree","standard","none","68","73","74"
"male","group C","master's degree","free/reduced","none","55","56","56"
"female","group D","high school","standard","completed","59","69","68"
"female","group C","high school","standard","completed","89","100","96"
"male","group D","some college","standard","none","74","82","77"
"male","group D","some high school","free/reduced","none","22","19","13"
"male","group D","some college","free/reduced","none","50","54","46"
"female","group B","master's degree","standard","none","73","84","83"
"male","group C","bachelor's degree","free/reduced","none","51","48","42"
"female","group B","some high school","free/reduced","completed","62","89","84"
"male","group C","some college","standard","none","80","81","73"
"female","group E","some college","standard","none","77","71","74"
"female","group D","associate's degree","standard","none","85","87","86"
"male","group E","high school","standard","none","93","79","72"
"male","group B","bachelor's degree","standard","none","72","75","71"
"male","group D","some college","free/reduced","none","55","64","58"
"male","group E","some college","standard","completed","70","61","56"
"male","group C","some college","standard","none","64","55","53"
"male","group C","bachelor's degree","standard","none","87","94","94"
"female","group E","associate's degree","standard","none","83","82","86"
"female","group C","bachelor's degree","standard","none","69","88","88"
"male","group C","some college","standard","none","78","81","73"
"male","group C","some high school","standard","none","85","79","81"
"male","group B","some college","free/reduced","completed","83","79","78"
"female","group C","some college","standard","none","69","79","76"
"female","group A","some college","standard","none","55","68","65"
"female","group A","some high school","free/reduced","none","42","54","47"
"female","group E","master's degree","standard","none","78","95","92"
"male","group C","some college","standard","none","76","70","73"
"female","group C","some college","standard","none","69","75","73"
"male","group C","associate's degree","free/reduced","none","66","65","56"
"female","group D","master's degree","free/reduced","none","45","50","51"
"female","group E","some college","standard","completed","75","84","83"
"male","group C","master's degree","standard","none","93","86","84"
"male","group C","high school","standard","none","89","86","75"
"male","group E","some high school","standard","none","62","50","53"
"male","group E","some high school","standard","completed","49","49","45"
"male","group D","associate's degree","standard","none","86","73","77"
"female","group C","some college","free/reduced","completed","45","56","52"
"female","group D","some college","standard","none","56","58","61"
"female","group D","some high school","standard","none","47","53","57"
"male","group B","some high school","standard","completed","39","52","50"
"female","group C","bachelor's degree","free/reduced","none","43","60","61"
"female","group D","some college","free/reduced","completed","70","70","80"
"male","group D","associate's degree","standard","completed","82","81","78"
"female","group B","master's degree","standard","none","85","92","87"
"female","group B","master's degree","free/reduced","completed","71","80","75"
"male","group C","master's degree","free/reduced","none","81","79","76"
"female","group B","associate's degree","standard","none","49","56","57"
"female","group D","some college","standard","none","79","84","87"
"male","group D","high school","free/reduced","completed","54","53","54"
"male","group C","associate's degree","standard","none","66","71","68"
"male","group C","some high school","standard","completed","46","47","45"
"female","group D","high school","standard","none","78","80","84"
"male","group B","some college","standard","none","75","68","67"
"male","group B","bachelor's degree","standard","none","78","69","74"
"male","group B","some high school","standard","none","63","61","56"
"female","group D","high school","standard","none","47","59","61"
"female","group C","some college","standard","completed","72","77","83"
"male","group E","some college","free/reduced","none","67","62","58"
"male","group D","some high school","standard","none","58","64","59"
"male","group D","associate's degree","standard","none","58","54","57"
"male","group D","master's degree","free/reduced","none","73","74","68"
"female","group C","high school","free/reduced","none","50","68","66"
"female","group C","associate's degree","standard","completed","49","59","60"
"female","group C","associate's degree","standard","completed","66","81","81"
"male","group C","associate's degree","standard","completed","69","79","69"
"male","group C","some college","free/reduced","none","66","73","71"
"female","group B","some college","standard","none","65","77","80"
"male","group E","high school","standard","none","77","75","67"
"female","group C","some college","standard","completed","75","76","81"
"male","group C","some college","free/reduced","completed","59","53","58"
"male","group D","some college","standard","completed","86","78","83"
"female","group A","some high school","standard","completed","51","55","58"
"male","group D","some college","standard","none","78","73","69"
"male","group D","associate's degree","standard","none","89","85","80"
"female","group C","high school","free/reduced","none","40","53","50"
"female","group C","some high school","standard","completed","53","66","63"
"female","group D","bachelor's degree","standard","completed","78","88","86"
"male","group A","some college","standard","none","60","54","55"
"male","group E","bachelor's degree","standard","none","100","97","95"
"male","group D","some college","standard","none","81","80","74"
"male","group E","some college","free/reduced","none","71","58","58"
"male","group C","associate's degree","standard","none","56","69","64"
"male","group C","bachelor's degree","free/reduced","completed","69","64","69"
"female","group E","high school","standard","none","65","63","67"
"female","group D","some high school","standard","completed","78","84","90"
"female","group D","some college","free/reduced","completed","56","71","73"
"female","group C","some college","standard","completed","59","65","63"
"female","group A","some high school","standard","completed","57","72","72"
"female","group B","bachelor's degree","free/reduced","completed","53","76","78"
"male","group C","some high school","free/reduced","none","44","41","35"
"female","group C","associate's degree","standard","none","75","85","78"
"female","group B","some high school","standard","completed","53","59","61"
"female","group D","some college","standard","completed","78","77","81"
"male","group A","some college","standard","completed","92","95","93"
"female","group B","master's degree","free/reduced","completed","65","91","83"
"female","group C","some college","free/reduced","none","56","77","75"
"male","group C","high school","standard","completed","71","65","69"
"male","group B","bachelor's degree","standard","completed","71","65","71"
"female","group A","some high school","free/reduced","none","49","57","58"
"female","group E","some high school","standard","none","41","51","47"
"male","group A","some college","free/reduced","completed","62","61","60"
"female","group C","some college","free/reduced","none","40","46","35"
"female","group B","associate's degree","standard","none","90","90","93"
"female","group D","bachelor's degree","standard","completed","53","74","71"
"male","group D","associate's degree","standard","completed","87","83","84"
"male","group C","high school","standard","completed","61","59","57"
"male","group C","high school","free/reduced","none","57","61","51"
"female","group E","master's degree","standard","completed","96","100","100"
"male","group D","bachelor's degree","standard","none","83","83","80"
"female","group C","associate's degree","standard","none","59","70","73"
"female","group D","associate's degree","standard","none","91","95","97"
"female","group D","bachelor's degree","standard","completed","77","79","87"
"male","group B","high school","free/reduced","completed","26","45","39"
"female","group B","high school","standard","completed","61","66","67"
"female","group D","some college","free/reduced","none","48","60","56"
"male","group C","master's degree","free/reduced","completed","78","82","78"
"female","group A","some college","standard","none","67","72","71"
"female","group E","some college","standard","completed","69","82","91"
"female","group B","some high school","free/reduced","none","25","46","42"
"female","group C","associate's degree","standard","none","83","88","82"
"male","group B","high school","free/reduced","none","77","71","62"
"male","group E","high school","free/reduced","none","68","62","55"
"female","group B","associate's degree","free/reduced","completed","68","89","83"
"female","group D","associate's degree","standard","completed","65","71","82"
"male","group C","high school","standard","none","88","81","82"
"female","group C","some college","standard","completed","82","94","93"
"female","group D","some college","standard","none","61","75","66"
"female","group D","high school","standard","none","81","78","77"
"female","group C","high school","standard","none","67","76","72"
"female","group D","some high school","standard","none","73","78","77"
"male","group B","high school","standard","completed","52","51","49"
"female","group D","high school","standard","completed","92","99","100"
"female","group B","some high school","free/reduced","completed","58","65","59"
"female","group E","associate's degree","standard","none","78","85","72"
"male","group A","some college","standard","none","64","55","62"
"female","group B","high school","free/reduced","completed","56","68","70"
"male","group C","some college","free/reduced","none","66","63","62"
"female","group D","some college","free/reduced","completed","54","63","68"
"male","group D","some high school","free/reduced","none","70","81","77"
"male","group B","associate's degree","free/reduced","none","62","53","49"
"female","group C","some high school","standard","none","56","63","64"
"male","group D","master's degree","free/reduced","completed","35","40","41"
"female","group C","bachelor's degree","standard","none","59","67","70"
"male","group B","bachelor's degree","standard","none","84","72","72"
"male","group C","associate's degree","free/reduced","completed","54","51","47"
"male","group D","master's degree","standard","none","72","61","60"
"female","group C","master's degree","standard","none","79","91","94"
"male","group D","high school","standard","none","59","53","50"
"female","group E","some high school","standard","none","77","80","79"
"female","group B","some college","standard","none","61","66","67"
"male","group D","some college","standard","none","87","84","79"
"male","group A","some high school","standard","none","85","81","71"
"female","group C","high school","standard","completed","73","85","89"
"male","group B","some college","free/reduced","completed","63","63","56"
"female","group E","some college","standard","none","64","54","63"
"male","group D","some high school","standard","completed","68","73","69"
"male","group C","some college","standard","none","67","57","57"
"male","group C","some high school","free/reduced","completed","42","40","43"
"male","group D","associate's degree","free/reduced","completed","78","66","66"
"female","group C","some college","standard","none","71","79","77"
"male","group A","associate's degree","standard","completed","76","79","77"
"male","group B","some high school","standard","none","52","45","45"
"female","group C","some high school","standard","none","63","77","75"
"female","group C","high school","free/reduced","completed","40","51","52"
"female","group D","master's degree","free/reduced","completed","64","91","90"
"female","group D","some high school","standard","completed","75","87","90"
"female","group D","associate's degree","standard","none","69","76","78"
"male","group E","some college","standard","completed","85","88","82"
"male","group D","master's degree","standard","completed","93","92","90"
"male","group C","associate's degree","free/reduced","completed","62","69","65"
"male","group D","some high school","standard","none","71","70","68"
"male","group A","bachelor's degree","standard","completed","97","92","94"
"male","group C","some high school","standard","completed","72","71","73"
"female","group E","some high school","free/reduced","none","69","83","78"
"male","group B","some college","free/reduced","completed","81","78","80"
"male","group E","high school","free/reduced","none","50","46","42"
"female","group C","some high school","standard","completed","62","75","76"
"male","group E","some college","standard","completed","88","74","75"
"male","group E","some college","free/reduced","none","54","50","48"
"male","group B","associate's degree","free/reduced","completed","88","79","82"
"female","group C","high school","standard","completed","63","75","76"
"female","group D","some high school","standard","none","85","95","95"
"male","group D","high school","free/reduced","none","52","50","44"
"female","group D","some high school","free/reduced","none","50","60","60"
"female","group D","associate's degree","free/reduced","none","31","43","37"
"male","group D","bachelor's degree","standard","completed","81","82","78"
"male","group D","bachelor's degree","standard","none","92","93","93"
"female","group B","some college","standard","none","71","74","71"
"male","group B","high school","standard","none","49","51","39"
"male","group A","bachelor's degree","standard","none","62","52","49"
"male","group A","some high school","standard","none","59","53","51"
"male","group D","some high school","free/reduced","completed","52","59","55"
"female","group D","some high school","standard","completed","66","83","90"
"female","group E","some college","standard","none","86","92","89"
"female","group C","some college","free/reduced","completed","58","71","66"
"female","group C","bachelor's degree","standard","none","75","89","89"
"male","group B","associate's degree","standard","none","61","51","46"
"female","group D","associate's degree","standard","none","83","90","93"
