"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group B","master's degree","standard","none","67","77","71"
"female","group B","associate's degree","standard","none","52","50","49"
"female","group E","bachelor's degree","standard","none","62","64","67"
"male","group B","master's degree","free/reduced","none","66","69","69"
"female","group D","master's degree","standard","none","68","68","79"
"male","group D","associate's degree","standard","none","93","89","88"
"female","group B","high school","free/reduced","none","49","60","54"
"male","group B","some college","standard","completed","65","68","71"
"male","group C","some college","standard","none","75","76","77"
"male","group E","high school","standard","none","59","45","47"
"female","group D","bachelor's degree","free/reduced","none","69","73","70"
"female","group C","some college","free/reduced","none","50","60","59"
"male","group E","some college","standard","none","100","98","91"
"male","group A","associate's degree","standard","completed","71","63","70"
"male","group D","high school","standard","completed","99","91","89"
"female","group C","some college","free/reduced","none","74","84","81"
"female","group E","high school","standard","none","58","72","64"
"female","group E","associate's degree","standard","completed","93","92","92"
"female","group D","bachelor's degree","free/reduced","completed","78","91","96"
"male","group C","some college","free/reduced","none","47","49","49"
"male","group D","associate's degree","free/reduced","completed","45","58","59"
"female","group C","some college","standard","completed","64","70","74"
"male","group D","some college","standard","completed","76","68","69"
"female","group B","some college","standard","completed","70","83","90"
"female","group A","associate's degree","standard","completed","90","97","100"
"male","group C","some high school","standard","none","85","79","74"
"male","group C","some high school","free/reduced","none","38","47","45"
"female","group A","some college","standard","none","65","81","73"
"female","group B","high school","standard","completed","27","45","41"
"male","group C","bachelor's degree","free/reduced","completed","90","85","90"
"male","group B","high school","standard","completed","39","34","37"
"female","group C","some high school","free/reduced","completed","50","64","60"
"female","group B","some college","standard","none","78","78","76"
"female","group E","some high school","standard","none","78","80","80"
"male","group B","associate's degree","free/reduced","completed","59","58","57"
"male","group E","some high school","standard","none","59","52","45"
"female","group C","some college","standard","none","37","50","46"
"female","group C","high school","standard","none","59","67","62"
"female","group C","bachelor's degree","standard","none","74","79","80"
"female","group D","some college","standard","none","54","65","59"
"male","group D","some college","free/reduced","none","74","80","78"
"male","group E","some high school","standard","completed","96","99","90"
"female","group C","associate's degree","standard","none","88","87","85"
"female","group A","associate's degree","free/reduced","none","33","52","42"
"female","group C","associate's degree","free/reduced","none","72","83","80"
"male","group E","some high school","standard","completed","100","92","94"
"female","group B","associate's degree","free/reduced","none","55","61","58"
"male","group E","high school","free/reduced","none","54","43","37"
"male","group C","associate's degree","standard","completed","55","55","55"
"male","group E","master's degree","standard","none","96","80","82"
"male","group D","associate's degree","free/reduced","completed","73","69","74"
"male","group C","some college","standard","completed","75","75","81"
"female","group D","associate's degree","standard","none","69","83","82"
"male","group E","associate's degree","free/reduced","none","67","69","63"
"female","group B","master's degree","standard","none","85","91","90"
"female","group A","some high school","free/reduced","none","37","35","34"
"male","group C","associate's degree","free/reduced","none","81","76","73"
"male","group C","some college","standard","none","61","55","54"
"male","group B","associate's degree","free/reduced","completed","54","55","55"
"male","group B","master's degree","standard","completed","64","70","69"
"male","group C","some college","free/reduced","none","54","54","54"
"male","group C","some high school","standard","completed","77","73","74"
"female","group C","high school","standard","none","66","73","76"
"male","group D","associate's degree","standard","none","84","85","83"
"male","group B","high school","standard","none","39","47","38"
"female","group C","some college","standard","completed","60","68","69"
"male","group B","bachelor's degree","standard","completed","78","72","72"
"female","group C","some high school","free/reduced","none","48","46","46"
"female","group E","some college","free/reduced","none","58","68","68"
"female","group D","some college","standard","none","37","45","42"
"female","group D","some high school","free/reduced","completed","77","79","90"
"male","group D","high school","free/reduced","none","51","62","54"
"male","group C","some high school","standard","none","56","63","54"
"male","group E","some college","standard","none","73","68","64"
"female","group C","some high school","standard","none","79","84","76"
"male","group E","high school","standard","completed","75","77","68"
"male","group C","high school","standard","none","76","65","56"
"female","group C","some college","standard","completed","88","97","100"
"male","group A","associate's degree","standard","none","67","69","63"
"female","group D","some high school","standard","none","60","78","72"
"female","group C","some high school","free/reduced","completed","41","50","52"
"male","group D","bachelor's degree","standard","completed","78","82","82"
"male","group D","some college","free/reduced","none","63","65","60"
"male","group D","high school","free/reduced","none","71","62","66"
"female","group C","associate's degree","free/reduced","none","83","87","86"
"female","group B","bachelor's degree","standard","completed","68","70","81"
"male","group D","high school","standard","completed","75","63","72"
"male","group B","some college","standard","completed","74","69","77"
"male","group D","associate's degree","free/reduced","none","62","60","52"
"male","group A","high school","free/reduced","completed","35","27","30"
"male","group E","associate's degree","standard","none","82","70","64"
"female","group E","bachelor's degree","standard","none","73","71","69"
"male","group A","some college","free/reduced","none","57","58","55"
"male","group B","bachelor's degree","standard","none","78","79","73"
"male","group C","some college","standard","none","64","66","64"
"male","group E","some college","standard","none","93","91","86"
"female","group C","bachelor's degree","standard","none","78","74","80"
"female","group C","high school","standard","completed","86","100","97"
"female","group E","some high school","standard","completed","65","66","74"
"female","group D","associate's degree","standard","none","86","91","90"
"female","group C","master's degree","free/reduced","none","72","73","73"
"male","group B","some high school","standard","completed","74","79","76"
"female","group D","high school","free/reduced","none","70","78","75"
"female","group E","high school","standard","completed","55","65","68"
"male","group D","some college","standard","none","62","61","63"
"male","group C","some college","free/reduced","none","57","57","52"
"male","group B","associate's degree","standard","none","57","59","51"
"male","group D","some college","standard","completed","52","52","51"
"female","group D","some college","free/reduced","none","83","91","90"
"female","group D","some college","free/reduced","completed","48","58","62"
"male","group D","associate's degree","standard","none","87","73","75"
"male","group D","associate's degree","free/reduced","none","58","54","52"
"male","group D","some college","free/reduced","completed","56","59","57"
"male","group C","some college","standard","completed","62","61","47"
"male","group C","master's degree","standard","none","93","84","82"
"female","group D","some college","standard","completed","76","84","87"
"male","group D","associate's degree","free/reduced","none","63","64","53"
"female","group A","high school","free/reduced","completed","54","72","75"
"female","group C","associate's degree","free/reduced","completed","74","84","92"
"male","group C","high school","standard","none","42","52","40"
"male","group C","some college","standard","none","63","54","46"
"male","group C","some high school","standard","completed","94","79","78"
"male","group B","some college","standard","none","58","65","57"
"female","group B","bachelor's degree","free/reduced","none","47","64","61"
"female","group A","associate's degree","standard","none","65","75","69"
"male","group A","high school","free/reduced","completed","49","50","53"
"female","group B","high school","free/reduced","none","47","50","51"
"male","group B","associate's degree","standard","none","73","70","65"
"male","group B","some high school","standard","completed","53","48","54"
"female","group B","some high school","standard","none","80","87","79"
"male","group B","associate's degree","free/reduced","none","74","78","74"
"male","group D","associate's degree","free/reduced","none","52","44","47"
"male","group C","some high school","standard","completed","74","73","69"
"female","group B","some high school","standard","none","57","69","65"
"male","group C","associate's degree","free/reduced","none","70","70","66"
"female","group E","high school","free/reduced","completed","48","56","54"
"male","group C","some high school","free/reduced","completed","57","59","55"
"female","group B","high school","free/reduced","none","56","71","67"
"female","group D","some college","standard","completed","72","74","86"
"female","group D","some college","free/reduced","none","48","60","53"
"female","group C","some high school","free/reduced","none","50","69","65"
"female","group E","some college","free/reduced","none","62","66","66"
"female","group D","some college","standard","none","95","99","99"
"female","group A","high school","free/reduced","completed","44","55","54"
"male","group D","associate's degree","free/reduced","completed","73","77","75"
"female","group B","some college","standard","none","53","61","59"
"male","group A","bachelor's degree","free/reduced","none","65","77","70"
"female","group B","some high school","free/reduced","none","63","65","62"
"female","group B","some college","standard","none","57","67","61"
"female","group B","associate's degree","free/reduced","none","59","58","57"
"female","group D","high school","free/reduced","completed","56","71","68"
"male","group D","some college","standard","completed","62","56","60"
"male","group E","associate's degree","free/reduced","completed","99","91","92"
"male","group B","some high school","free/reduced","none","43","45","38"
"female","group C","some college","standard","none","53","69","66"
"female","group E","high school","standard","completed","55","60","59"
"female","group E","bachelor's degree","free/reduced","none","68","81","74"
"female","group A","associate's degree","standard","none","58","60","64"
"male","group D","high school","standard","none","62","53","55"
"male","group C","some high school","free/reduced","none","48","51","43"
"male","group C","master's degree","free/reduced","none","61","66","55"
"male","group E","bachelor's degree","standard","completed","68","68","70"
"male","group B","associate's degree","standard","completed","85","85","83"
"female","group C","high school","standard","none","59","69","66"
"female","group D","some high school","standard","completed","71","89","89"
"female","group B","associate's degree","standard","completed","58","68","77"
"female","group C","bachelor's degree","free/reduced","none","67","75","75"
"female","group C","high school","free/reduced","none","65","84","76"
"female","group D","some college","standard","none","66","70","76"
"female","group C","high school","free/reduced","none","43","55","57"
"female","group B","master's degree","standard","none","62","78","76"
"male","group B","some college","standard","none","52","46","43"
"male","group B","some high school","free/reduced","none","58","58","51"
"female","group E","some high school","standard","none","65","80","77"
"male","group C","some college","free/reduced","completed","62","68","64"
"female","group D","associate's degree","standard","none","84","89","93"
"male","group A","some college","standard","none","76","66","64"
"female","group C","high school","free/reduced","none","67","66","69"
"male","group C","high school","standard","none","60","60","49"
"female","group D","master's degree","standard","completed","92","98","100"
"male","group D","some college","standard","none","69","51","55"
"female","group C","associate's degree","free/reduced","none","51","64","65"
"female","group B","associate's degree","standard","none","35","52","52"
"female","group E","master's degree","standard","none","88","97","98"
"male","group D","some high school","standard","completed","89","94","93"
"male","group E","master's degree","standard","none","100","100","100"
"male","group D","some high school","standard","none","55","43","37"
"male","group C","bachelor's degree","standard","none","87","89","90"
"male","group E","some college","standard","none","56","48","44"
"male","group D","high school","free/reduced","completed","61","64","66"
"female","group A","some college","standard","none","70","77","76"
"male","group B","high school","standard","none","53","43","50"
"female","group E","some high school","standard","completed","71","78","81"
"male","group A","bachelor's degree","free/reduced","none","46","55","46"
"male","group C","some high school","standard","completed","47","45","45"
"male","group D","some college","standard","none","62","53","52"
"female","group C","some high school","free/reduced","none","54","64","63"
"male","group D","some high school","standard","none","58","60","52"
"male","group C","some high school","standard","completed","65","67","58"
"female","group D","associate's degree","standard","completed","96","100","100"
"male","group B","high school","standard","none","61","51","45"
"female","group C","some college","free/reduced","none","57","65","64"
"female","group B","some high school","standard","none","84","90","92"
"female","group A","some high school","free/reduced","completed","29","42","44"
"male","group C","associate's degree","standard","none","76","68","67"
"female","group E","bachelor's degree","free/reduced","none","77","83","85"
"female","group A","associate's degree","standard","completed","85","86","88"
"female","group D","associate's degree","standard","completed","79","85","89"
"male","group C","associate's degree","free/reduced","none","37","35","28"
"male","group C","associate's degree","standard","none","79","73","65"
"female","group C","some college","standard","none","63","77","74"
"female","group D","some college","standard","none","73","73","76"
"male","group C","some high school","standard","none","67","70","65"
"male","group C","some high school","standard","completed","79","79","73"
"female","group B","bachelor's degree","standard","completed","57","78","80"
"male","group D","some college","standard","completed","88","83","76"
"male","group B","high school","standard","none","63","61","51"
"male","group B","high school","standard","completed","82","71","77"
"female","group E","high school","standard","completed","78","89","83"
"female","group D","some college","standard","none","77","80","80"
"female","group E","some high school","standard","none","38","40","36"
"female","group D","associate's degree","standard","none","84","89","97"
"male","group A","high school","standard","none","73","66","61"
"female","group E","some high school","standard","completed","83","84","84"
"male","group C","bachelor's degree","standard","completed","92","99","100"
"male","group D","some college","standard","none","69","62","60"
"female","group A","some high school","standard","none","68","72","66"
"female","group C","some college","standard","completed","68","84","89"
"female","group D","some high school","standard","completed","68","82","83"
"male","group C","high school","standard","none","79","65","60"
"male","group D","some college","standard","completed","88","81","82"
"male","group C","some high school","free/reduced","none","40","29","23"
"male","group D","bachelor's degree","free/reduced","completed","73","67","69"
"female","group C","master's degree","standard","completed","100","100","100"
"male","group B","associate's degree","standard","completed","91","89","84"
"female","group B","high school","standard","none","61","70","71"
"female","group D","master's degree","free/reduced","none","56","68","71"
"female","group E","master's degree","free/reduced","none","71","75","75"
"male","group D","some college","free/reduced","none","54","57","60"
"male","group C","bachelor's degree","standard","none","66","71","62"
"female","group C","associate's degree","standard","none","69","78","84"
"male","group C","some college","standard","none","69","69","62"
"male","group C","some college","standard","none","69","62","58"
"male","group C","associate's degree","standard","none","56","45","47"
"female","group A","some college","standard","none","72","77","74"
"male","group B","master's degree","free/reduced","none","43","49","49"
"male","group D","some college","standard","none","75","80","74"
"female","group D","some high school","standard","none","69","78","79"
"male","group C","associate's degree","standard","none","75","53","53"
"male","group B","high school","free/reduced","completed","43","37","37"
"female","group D","some high school","standard","completed","76","84","90"
"male","group C","master's degree","standard","completed","100","92","96"
"male","group A","associate's degree","free/reduced","completed","53","62","53"
"male","group C","some college","free/reduced","completed","78","72","77"
"male","group E","associate's degree","free/reduced","none","83","60","61"
"female","group D","associate's degree","free/reduced","none","66","76","77"
"female","group D","some high school","standard","none","70","85","77"
"female","group C","some college","free/reduced","none","56","66","64"
"female","group B","some high school","standard","completed","52","61","64"
"male","group C","high school","free/reduced","completed","76","71","71"
"female","group D","some high school","free/reduced","none","54","66","66"
"male","group D","high school","standard","none","69","51","51"
"female","group B","master's degree","free/reduced","none","48","59","56"
"female","group C","some college","standard","none","66","76","72"
"female","group C","high school","free/reduced","none","53","57","54"
"male","group D","bachelor's degree","standard","completed","69","69","66"
"male","group C","associate's degree","standard","none","69","63","65"
"female","group B","bachelor's degree","free/reduced","completed","46","51","61"
"female","group B","some high school","standard","none","71","75","74"
"male","group B","associate's degree","standard","completed","69","62","64"
"female","group D","some college","free/reduced","completed","57","77","81"
"male","group D","master's degree","standard","none","90","86","88"
"female","group C","some high school","standard","none","53","60","60"
"male","group C","master's degree","free/reduced","completed","73","67","66"
"female","group C","some college","standard","none","59","57","53"
"female","group C","associate's degree","standard","completed","79","86","88"
"male","group D","some high school","standard","none","53","48","45"
"female","group B","associate's degree","free/reduced","none","34","39","38"
"male","group B","some high school","free/reduced","none","43","48","37"
"female","group B","associate's degree","free/reduced","none","62","61","68"
"male","group D","some high school","standard","none","65","58","54"
"male","group C","associate's degree","standard","none","84","76","72"
"male","group C","associate's degree","standard","none","68","64","59"
"male","group D","some high school","standard","none","62","53","51"
"male","group D","associate's degree","standard","none","85","75","69"
"male","group D","high school","standard","none","55","50","47"
"female","group C","master's degree","free/reduced","completed","74","86","89"
"male","group B","some high school","standard","none","76","80","68"
"female","group E","some college","standard","none","78","85","84"
"female","group D","some college","standard","none","48","50","49"
"male","group C","high school","standard","completed","52","40","42"
"female","group B","some high school","free/reduced","none","34","47","42"
"male","group B","bachelor's degree","free/reduced","completed","77","77","78"
"male","group C","some high school","free/reduced","none","28","28","23"
"female","group C","bachelor's degree","free/reduced","none","61","72","72"
"female","group B","high school","standard","none","73","78","74"
"male","group C","high school","standard","completed","79","74","70"
"male","group B","associate's degree","free/reduced","completed","57","66","70"
"male","group A","associate's degree","free/reduced","completed","66","61","63"
"male","group D","bachelor's degree","free/reduced","none","83","78","82"
"male","group B","high school","standard","none","77","71","65"
"male","group A","high school","standard","completed","77","78","74"
"female","group C","some college","free/reduced","none","28","53","50"
"male","group C","high school","standard","none","71","56","53"
"male","group E","high school","standard","completed","79","70","67"
"female","group D","bachelor's degree","standard","completed","92","96","100"
"male","group E","some high school","standard","completed","90","79","78"
"male","group B","high school","free/reduced","completed","63","72","74"
"male","group B","some high school","standard","none","82","74","70"
"female","group C","some college","standard","completed","73","89","87"
"female","group A","some college","free/reduced","none","44","65","59"
"female","group A","associate's degree","free/reduced","none","70","75","69"
"female","group A","some college","standard","none","48","57","60"
"male","group D","associate's degree","free/reduced","completed","83","92","89"
"female","group E","some college","standard","completed","99","100","100"
"male","group C","some high school","standard","none","65","55","64"
"male","group C","some high school","free/reduced","completed","59","47","51"
"male","group C","associate's degree","free/reduced","none","55","60","61"
"male","group C","associate's degree","free/reduced","none","68","77","69"
"male","group D","associate's degree","standard","none","78","71","68"
"female","group C","master's degree","standard","completed","56","75","74"
"female","group C","associate's degree","standard","completed","73","91","91"
"male","group E","some college","free/reduced","completed","80","75","68"
"male","group D","some high school","standard","none","84","76","73"
"male","group D","some college","free/reduced","completed","63","61","54"
"female","group E","associate's degree","free/reduced","none","74","81","73"
"male","group B","bachelor's degree","free/reduced","none","69","66","57"
"male","group C","associate's degree","standard","none","82","84","79"
"male","group E","some college","free/reduced","none","64","53","48"
"female","group D","high school","standard","none","61","62","65"
"male","group D","associate's degree","free/reduced","none","52","61","55"
"female","group A","high school","free/reduced","none","66","75","70"
"male","group B","some college","standard","completed","95","92","93"
"female","group C","high school","standard","none","49","65","59"
"male","group B","bachelor's degree","free/reduced","completed","58","51","52"
"female","group A","associate's degree","standard","none","71","80","80"
"male","group D","bachelor's degree","standard","none","67","52","57"
"male","group A","some college","free/reduced","none","52","50","47"
"female","group D","some college","standard","none","57","62","67"
"male","group B","some college","standard","completed","73","74","70"
"female","group A","bachelor's degree","free/reduced","none","70","80","78"
"male","group D","associate's degree","standard","none","66","55","59"
"male","group B","high school","free/reduced","none","40","40","34"
"male","group E","master's degree","standard","completed","85","82","84"
"female","group D","high school","free/reduced","none","51","62","60"
"female","group C","master's degree","standard","none","65","67","68"
"male","group E","high school","standard","none","58","56","47"
"male","group C","bachelor's degree","standard","none","88","91","81"
"male","group D","some high school","free/reduced","completed","42","48","45"
"male","group B","some college","standard","none","86","77","78"
"male","group B","some college","standard","completed","75","72","65"
"male","group E","high school","standard","none","100","89","78"
"male","group D","some high school","standard","none","62","61","56"
"male","group E","high school","standard","none","80","58","52"
"male","group E","associate's degree","free/reduced","completed","87","74","82"
"female","group E","high school","free/reduced","completed","46","59","59"
"male","group D","high school","free/reduced","none","33","33","35"
"male","group A","associate's degree","free/reduced","completed","45","45","48"
"female","group B","some high school","standard","none","43","42","41"
"male","group B","master's degree","standard","none","75","80","73"
"female","group B","some high school","standard","none","60","69","58"
"female","group A","associate's degree","standard","completed","85","90","92"
"female","group C","some college","standard","none","62","61","70"
"male","group B","associate's degree","standard","completed","55","51","54"
"female","group D","master's degree","standard","none","82","91","88"
"male","group B","master's degree","standard","completed","85","84","85"
"female","group D","associate's degree","standard","completed","72","76","80"
"male","group C","high school","standard","completed","72","72","75"
"female","group D","some college","standard","none","55","63","65"
"male","group D","some high school","standard","none","62","48","51"
"male","group A","some college","standard","none","87","83","84"
"male","group C","high school","standard","none","57","57","53"
"male","group A","high school","standard","none","72","67","64"
"male","group D","associate's degree","free/reduced","completed","72","76","78"
"female","group D","some high school","standard","none","76","81","76"
"female","group B","associate's degree","standard","completed","39","49","56"
"male","group E","some high school","standard","none","84","71","65"
"female","group B","some college","standard","completed","67","72","80"
"male","group C","associate's degree","free/reduced","completed","78","68","68"
"female","group A","some high school","standard","none","54","62","59"
"female","group C","associate's degree","standard","none","59","72","75"
"female","group C","associate's degree","free/reduced","none","53","72","73"
"male","group C","master's degree","free/reduced","completed","70","70","73"
"female","group C","high school","free/reduced","none","54","75","64"
"male","group C","bachelor's degree","free/reduced","completed","55","65","65"
"male","group D","associate's degree","standard","completed","94","80","88"
"female","group C","some college","standard","none","61","62","62"
"female","group D","bachelor's degree","standard","completed","95","100","100"
"female","group E","high school","standard","none","67","59","65"
"male","group C","master's degree","free/reduced","completed","87","90","90"
"female","group B","associate's degree","free/reduced","completed","54","76","69"
"female","group D","high school","standard","none","69","77","78"
"female","group E","some college","standard","none","85","84","81"
"female","group B","high school","standard","none","62","61","65"
"female","group E","associate's degree","standard","none","84","93","88"
"male","group B","bachelor's degree","standard","none","82","77","77"
"male","group C","master's degree","free/reduced","none","60","52","57"
"male","group D","high school","standard","completed","66","65","61"
"male","group A","master's degree","standard","none","57","51","54"
"female","group E","master's degree","standard","completed","55","57","60"
"female","group E","master's degree","standard","completed","81","79","91"
"female","group C","some high school","free/reduced","none","67","79","74"
"female","group D","some high school","standard","none","64","59","65"
"male","group D","associate's degree","free/reduced","none","73","70","63"
"female","group B","high school","standard","completed","55","76","75"
"male","group D","some high school","free/reduced","completed","71","75","74"
"female","group D","bachelor's degree","standard","none","69","82","85"
"male","group A","master's degree","standard","none","71","57","50"
"male","group C","master's degree","standard","none","60","63","56"
"female","group D","high school","standard","completed","80","91","94"
"male","group C","master's degree","standard","none","86","78","78"
"male","group A","some high school","standard","completed","59","55","55"
"female","group D","associate's degree","free/reduced","completed","52","64","62"
"male","group A","some high school","standard","completed","58","53","55"
"female","group B","some college","standard","none","69","84","75"
"male","group B","some college","standard","completed","75","71","67"
"female","group C","master's degree","standard","none","82","92","95"
"female","group A","some high school","free/reduced","none","55","74","67"
"female","group B","associate's degree","free/reduced","none","26","31","35"
