type,sourceName,creationDate,startDate,endDate,value,sourceVersion,device
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-05 23:14:00 -0400,2016-06-06 06:48:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-05 23:14:00 -0400,2016-06-06 07:26:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-07 00:45:00 -0400,2016-06-07 06:34:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-07 00:45:00 -0400,2016-06-07 07:02:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-07 23:54:00 -0400,2016-06-08 06:44:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-07 23:54:00 -0400,2016-06-08 07:21:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-08 23:33:00 -0400,2016-06-09 06:51:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-08 23:26:00 -0400,2016-06-09 07:19:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-10 00:20:00 -0400,2016-06-10 06:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-10 00:20:00 -0400,2016-06-10 06:39:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-11 03:16:00 -0400,2016-06-11 09:27:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-11 03:16:00 -0400,2016-06-11 09:55:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-12 00:40:00 -0400,2016-06-12 06:42:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-12 00:40:00 -0400,2016-06-12 07:28:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-12 23:47:00 -0400,2016-06-13 06:53:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-12 23:47:00 -0400,2016-06-13 07:39:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-14 00:26:00 -0400,2016-06-14 07:13:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-14 00:26:00 -0400,2016-06-14 07:34:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-14 23:28:00 -0400,2016-06-15 07:05:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-14 23:28:00 -0400,2016-06-15 07:49:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-16 00:14:00 -0400,2016-06-16 05:57:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-16 00:14:00 -0400,2016-06-16 06:44:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-16 23:56:00 -0400,2016-06-17 07:09:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-16 23:56:00 -0400,2016-06-17 07:16:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-17 23:54:00 -0400,2016-06-18 06:54:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-17 23:54:00 -0400,2016-06-18 08:00:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-18 23:44:00 -0400,2016-06-19 07:17:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-18 23:44:00 -0400,2016-06-19 08:14:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-20 00:29:00 -0400,2016-06-20 07:10:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-20 13:52:53 -0400,2016-06-20 00:25:00 -0400,2016-06-20 07:20:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-21 00:15:00 -0400,2016-06-21 07:04:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-21 00:15:00 -0400,2016-06-21 07:40:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-21 23:54:00 -0400,2016-06-22 06:11:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-21 23:54:00 -0400,2016-06-22 06:20:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-22 23:10:00 -0400,2016-06-23 05:54:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-22 23:10:00 -0400,2016-06-23 06:55:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-23 23:42:00 -0400,2016-06-24 06:11:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-23 23:42:00 -0400,2016-06-24 06:47:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-25 00:25:00 -0400,2016-06-25 07:18:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-25 00:25:00 -0400,2016-06-25 07:31:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-26 00:45:00 -0400,2016-06-26 07:59:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-26 00:45:00 -0400,2016-06-26 08:47:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-27 00:12:00 -0400,2016-06-27 07:17:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-27 00:12:00 -0400,2016-06-27 07:39:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-28 00:20:00 -0400,2016-06-28 07:03:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-06-28 16:49:22 -0400,2016-06-28 00:20:00 -0400,2016-06-28 07:49:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-06-29 00:56:00 -0400,2016-06-29 07:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-06-29 00:56:00 -0400,2016-06-29 07:42:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-06-29 23:58:00 -0400,2016-06-30 06:31:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-06-29 23:57:00 -0400,2016-06-30 06:51:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-01 02:36:00 -0400,2016-07-01 07:34:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-01 02:36:00 -0400,2016-07-01 07:59:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-01 22:53:00 -0400,2016-07-02 07:26:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-01 22:53:00 -0400,2016-07-02 08:17:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-02 23:58:00 -0400,2016-07-03 06:31:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-02 23:58:00 -0400,2016-07-03 07:40:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-04 00:54:00 -0400,2016-07-04 06:51:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-04 00:54:00 -0400,2016-07-04 07:40:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-05 00:19:00 -0400,2016-07-05 06:36:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-05 00:19:00 -0400,2016-07-05 07:30:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-06 00:59:00 -0400,2016-07-06 07:07:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-06 00:59:00 -0400,2016-07-06 08:04:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-07 00:47:00 -0400,2016-07-07 06:33:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-07 00:47:00 -0400,2016-07-07 06:57:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-08 01:09:00 -0400,2016-07-08 07:43:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-08 01:09:00 -0400,2016-07-08 08:15:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-09 00:44:00 -0400,2016-07-09 08:15:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-09 00:44:00 -0400,2016-07-09 08:54:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-10 00:23:00 -0400,2016-07-10 08:23:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-10 00:21:00 -0400,2016-07-10 08:45:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-11 00:12:00 -0400,2016-07-11 06:32:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-11 00:12:00 -0400,2016-07-11 07:05:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-12 00:23:00 -0400,2016-07-12 07:36:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-12 00:23:00 -0400,2016-07-12 07:49:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-13 00:56:00 -0400,2016-07-13 07:29:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-13 00:56:00 -0400,2016-07-13 07:57:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-14 01:11:00 -0400,2016-07-14 07:20:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-14 01:11:00 -0400,2016-07-14 07:33:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-15 00:14:00 -0400,2016-07-15 07:01:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-15 00:14:00 -0400,2016-07-15 07:34:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-16 00:41:00 -0400,2016-07-16 07:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-16 00:41:00 -0400,2016-07-16 07:48:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-17 00:52:00 -0400,2016-07-17 07:07:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-17 00:52:00 -0400,2016-07-17 07:29:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-18 00:16:00 -0400,2016-07-18 07:07:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-18 00:16:00 -0400,2016-07-18 07:53:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-19 00:08:00 -0400,2016-07-19 06:30:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-19 00:08:00 -0400,2016-07-19 07:33:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-20 01:16:00 -0400,2016-07-20 07:06:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-20 01:16:00 -0400,2016-07-20 07:39:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-21 00:00:00 -0400,2016-07-21 07:16:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-21 00:00:00 -0400,2016-07-21 07:36:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-22 00:44:00 -0400,2016-07-22 06:52:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-22 00:44:00 -0400,2016-07-22 07:43:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-23 00:31:00 -0400,2016-07-23 07:28:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-23 00:00:00 -0400,2016-07-23 08:04:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-24 00:12:00 -0400,2016-07-24 07:48:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-24 00:12:00 -0400,2016-07-24 08:16:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-25 00:03:00 -0400,2016-07-25 06:49:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-24 23:57:00 -0400,2016-07-25 07:30:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-26 00:13:00 -0400,2016-07-26 06:56:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-26 00:13:00 -0400,2016-07-26 07:26:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-26 23:46:00 -0400,2016-07-27 06:01:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-26 23:46:00 -0400,2016-07-27 06:18:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-28 00:11:00 -0400,2016-07-28 06:41:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-28 00:11:00 -0400,2016-07-28 07:23:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-29 00:04:00 -0400,2016-07-29 07:24:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-29 00:04:00 -0400,2016-07-29 07:43:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-30 02:00:00 -0400,2016-07-30 09:09:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-30 02:00:00 -0400,2016-07-30 09:27:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-31 01:52:00 -0400,2016-07-31 08:17:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-07-31 01:45:00 -0400,2016-07-31 08:24:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-01 00:07:00 -0400,2016-08-01 07:20:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-01 00:07:00 -0400,2016-08-01 07:39:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-02 00:02:00 -0400,2016-08-02 06:29:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-02 00:02:00 -0400,2016-08-02 06:45:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-03 00:18:00 -0400,2016-08-03 07:11:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-03 00:18:00 -0400,2016-08-03 07:31:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-03 23:44:00 -0400,2016-08-04 07:02:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-03 23:44:00 -0400,2016-08-04 07:28:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-05 00:09:00 -0400,2016-08-05 07:00:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-05 00:09:00 -0400,2016-08-05 07:28:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-05 23:57:00 -0400,2016-08-06 07:44:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-05 23:57:00 -0400,2016-08-06 08:29:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-07 00:11:00 -0400,2016-08-07 07:36:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-07 00:11:00 -0400,2016-08-07 07:59:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-08 00:25:00 -0400,2016-08-08 07:19:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-08 00:25:00 -0400,2016-08-08 07:28:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-08 23:59:00 -0400,2016-08-09 06:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,25,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2016-09-22 15:01:59 -0400,2016-08-08 23:59:00 -0400,2016-08-09 07:06:00 -0400,HKCategoryValueSleepAnalysisInBed,25,
